row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2022Triệu đồng,Năm 2021Triệu đồng,numeric__Thuyết minh,numeric__Năm 2022Triệu đồng,numeric__Năm 2021Triệu đồng
Giảm/(tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản về kinh doanh chứng khoán,Giảm/(tăng) các khoản về kinh doanh chứng khoán,,58.049,(5.623.729),,58049.0,-5623729.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(6.906),(121.468),,-6906.0,-121468.0
Tăng các khoản cho vay khách hàng và mua nợ,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng và mua nợ,Tăng các khoản cho vay khách hàng và mua nợ,,(86.329.314),(55.843.103),,-86329314.0,-55843103.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(8.030.806),(5.821.730),,-8030806.0,-5821730.0
Tăng khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(2.214.107),(22.317.116),,-2214107.0,-22317116.0
Những thay đổi về nợ phải trả hoạt động(Giảm)/tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về tài sản hoạt động > Những thay đổi về nợ phải trả hoạt động(Giảm)/tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về nợ phải trả hoạt động(Giảm)/tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,(6.525.142),8.440.155,,-6525142.0,8440155.0
"Tăng các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Những thay đổi về tài sản hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTC, TCTD khác",,25.789.403,63.033.042,,25789403.0,63033042.0
Tăng tiền gửi của khách hàng,Những thay đổi về tài sản hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,68.124.765,9.452.740,,68124765.0,9452740.0
Giảm/(tăng) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về tài sản hoạt động > Giảm/(tăng) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Giảm/(tăng) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(6.594.113),11.103.800,,-6594113.0,11103800.0
"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Những thay đổi về tài sản hoạt động > Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,(56.880),(83.226),,-56880.0,-83226.0
Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về tài sản hoạt động > Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,(113.880),,,-113880.0
Tăng/(giảm) khác về công nợ hoạt động,Những thay đổi về tài sản hoạt động > Tăng/(giảm) khác về công nợ hoạt động,Tăng/(giảm) khác về công nợ hoạt động,,2.121.371,(450.139),,2121371.0,-450139.0
Lưu chuyển tiền thuần tử hoạt động kinh doanh,Những thay đổi về tài sản hoạt động > Lưu chuyển tiền thuần tử hoạt động kinh doanh,Lưu chuyển tiền thuần tử hoạt động kinh doanh,,22.504.868,7.594.366,,22504868.0,7594366.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(77.123),(34.377),,-77123.0,-34377.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,552,1.377,,552.0,1377.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(15.667.272),(3.616.500),,-15667272.0,-3616500.0
Tiền thu đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư góp vốn vào các đơn vị khác,Tiền thu đầu tư góp vốn vào các đơn vị khác,,-,25.933.712,,,25933712.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,42.997,3.602.480,,42997.0,3602480.0
Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,Lưu chuyển tiền (sử dụng vào)/từ hoạt động đầu tư,,(15.700.846),25.886.692,,-15700846.0,25886692.0
