row_label_raw,row_label_full,Tên công ty con,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu trực tiếp và gián tiếp (%),numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu trực tiếp và gián tiếp (%)
(19) Công ty Cổ phần An Đông Mia,Lĩnh vực nông nghiệp (tiếp theo) > (19) Công ty Cổ phần An Đông Mia,(19) Công ty Cổ phần An Đông Mia,"Tỉnh Gia Lai, Việt Nam",Đang hoạt động,"45,77",,,45.77
(20) Công ty TNHH MTV Hoàng Anh Lumphat,Lĩnh vực nông nghiệp (tiếp theo) > (20) Công ty TNHH MTV Hoàng Anh Lumphat,(20) Công ty TNHH MTV Hoàng Anh Lumphat,"Ratanakiri, Campuchia",Trước hoạt động,"45,77",,,45.77
(21) Công ty Cổ phần Đông Pênh,Lĩnh vực nông nghiệp (tiếp theo) > (21) Công ty Cổ phần Đông Pênh,(21) Công ty Cổ phần Đông Pênh,"Tỉnh Gia Lai, Việt Nam",Đang hoạt động,"65,66",,,65.66
(22) Công ty TNHH Daun Penh Agrico,Lĩnh vực nông nghiệp (tiếp theo) > (22) Công ty TNHH Daun Penh Agrico,(22) Công ty TNHH Daun Penh Agrico,"Ratanakiri, Campuchia",Trước hoạt động,"65,66",,,65.66
(23) Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Lĩnh vực nông nghiệp (tiếp theo) > (23) Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,(23) Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,"TPHCM, Việt Nam",Trước hoạt động,"65,85",,,65.85
(24) Công ty TNHH Đầu tư Cao su Đông Âu,Lĩnh vực nông nghiệp (tiếp theo) > (24) Công ty TNHH Đầu tư Cao su Đông Âu,(24) Công ty TNHH Đầu tư Cao su Đông Âu,"TPHCM, Việt Nam",Trước hoạt động,"65,85",,,65.85
(25) Công ty TNHH Eastern (Cambodia),Lĩnh vực nông nghiệp (tiếp theo) > (25) Công ty TNHH Eastern (Cambodia),(25) Công ty TNHH Eastern (Cambodia),"Kratie, Campuchia",Trước hoạt động,"65,85",,,65.85
(26) Công ty TNHH Bình Phước Kratie 2,Lĩnh vực nông nghiệp (tiếp theo) > (26) Công ty TNHH Bình Phước Kratie 2,(26) Công ty TNHH Bình Phước Kratie 2,"Kratie, Campuchia",Trước hoạt động,"65,85",,,65.85
(27) Công ty TNHH Sovann Vuthy,Lĩnh vực nông nghiệp (tiếp theo) > (27) Công ty TNHH Sovann Vuthy,(27) Công ty TNHH Sovann Vuthy,"Kratie, Campuchia",Trước hoạt động,"65,85",,,65.85
(28) Công ty Cổ phần Cao su Trung Nguyên,Lĩnh vực nông nghiệp (tiếp theo) > (28) Công ty Cổ phần Cao su Trung Nguyên,(28) Công ty Cổ phần Cao su Trung Nguyên,"Tỉnh Gia Lai, Việt Nam",Đang hoạt động,"65,80",,,65.8
