row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,24,1.306.733.020.883,1.051.314.780.886,410.0,24.0,1306733020883.0,1051314780886.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,25,684.118.840.000,651.542.050.000,411.0,25.0,684118840000.0,651542050000.0
- Cổ phiếu phổ thông có quyền biểu quyết,NGUỒN VỐN > - Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,25,684.118.840.000,651.542.050.000,,25.0,684118840000.0,651542050000.0
Cổ phiếu quỹ,NGUỒN VỐN > Cổ phiếu quỹ,Cổ phiếu quỹ,415,25,(8.560.000),(6.210.000),415.0,25.0,-8560000.0,-6210000.0
Chênh lệch tỷ giá hối đoái,NGUỒN VỐN > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,417,24,6.010.395.862,2.915.170.027,417.0,24.0,6010395862.0,2915170027.0
Quỹ đầu tư phát triển,NGUỒN VỐN > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,26,26.846.146.872,30.042.536.531,418.0,26.0,26846146872.0,30042536531.0
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,24,262.447.312.267,173.156.886.548,421.0,24.0,262447312267.0,173156886548.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,NGUỒN VỐN > - LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,138.988.547.716,24.881.588.258,,,138988547716.0,24881588258.0
- LNST chưa phân phối kỳ này,NGUỒN VỐN > - LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,123.458.764.551,148.275.298.290,,,123458764551.0,148275298290.0
Lợi ích cổ đông không kiểm soát,NGUỒN VỐN > Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,24,327.318.885.882,193.664.347.780,429.0,24.0,327318885882.0,193664347780.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),NGUỒN VỐN > TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,3.054.980.706.433,2.293.764.122.181,440.0,,3054980706433.0,2293764122181.0
