row_label_raw,row_label_full,TÀI SẢN,MS,TM,31/12/2018VND,01/01/2018VND,numeric__MS,numeric__TM,numeric__31/12/2018VND,numeric__01/01/2018VND
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,96.063.056.205,132.220.976.929,152.0,,96063056205.0,132220976929.0
3. Thuế và các khoản khácphải thu Nhà nước,3. Thuế và các khoản khácphải thu Nhà nước,3. Thuế và các khoản khácphải thu Nhà nước,153,5.14,8.240.771.638,9.440.263.536,153.0,514.0,8240771638.0,9440263536.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,8.713.539.788.828,8.978.995.180.576,200.0,,8713539788828.0,8978995180576.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,227.542.226.459,287.293.124.712,210.0,,227542226459.0,287293124712.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,5.3,167.543.789.957,187.543.789.957,211.0,53.0,167543789957.0,187543789957.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,5.5,59.998.436.502,102.899.334.755,216.0,55.0,59998436502.0,102899334755.0
3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,219,,-,(3.150.000.000),219.0,,,-3150000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,2.913.206.723.089,2.754.790.147.057,220.0,,2913206723089.0,2754790147057.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.9,2.907.338.550.613,2.748.740.929.056,221.0,59.0,2907338550613.0,2748740929056.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,3.839.931.786.001,3.505.542.125.050,222.0,,3839931786001.0,3505542125050.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(932.593.235.388),(756.801.195.994),223.0,,-932593235388.0,-756801195994.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.8,5.868.172.476,6.049.218.001,227.0,58.0,5868172476.0,6049218001.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,8.748.458.388,7.685.157.188,228.0,,8748458388.0,7685157188.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(2.880.285.912),(1.635.939.187),229.0,,-2880285912.0,-1635939187.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,-,230.0,,,
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.10,4.764.734.435.981,5.367.931.244.796,240.0,510.0,4764734435981.0,5367931244796.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,4.764.734.435.981,5.367.931.244.796,242.0,,4764734435981.0,5367931244796.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,5.2,483.788.137.557,319.652.803.472,250.0,52.0,483788137557.0,319652803472.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,454.658.137.557,308.522.803.472,252.0,,454658137557.0,308522803472.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,24.130.000.000,6.130.000.000,253.0,,24130000000.0,6130000000.0
3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,255,,5.000.000.000,5.000.000.000,255.0,,5000000000.0,5000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,323.239.983.164,248.173.665.813,260.0,,323239983164.0,248173665813.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.11,323.239.983.164,248.173.665.813,261.0,511.0,323239983164.0,248173665813.0
VII Lợi thế thương mại,VII Lợi thế thương mại,VII Lợi thế thương mại,269,,1.028.282.578,1.154.194.726,269.0,,1028282578.0,1154194726.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,10.831.100.161.880,10.768.826.632.603,270.0,,10831100161880.0,10768826632603.0
