row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2018VND,Năm 2017VND,numeric__MS,numeric__TM,numeric__Năm 2018VND,numeric__Năm 2017VND
11. kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},Lợi nhuận thuần từ hoạt động > 11. kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},11. kinh doanh{30 = 20 + (21 - 22) +24 - (25 + 26)},30,,90.342.179.337,369.406.783.897,30.0,,90342179337.0,369406783897.0
12. Thu nhập khác,Lợi nhuận thuần từ hoạt động > 12. Thu nhập khác,12. Thu nhập khác,31,5.28,11.482.512.248,7.438.913.505,31.0,528.0,11482512248.0,7438913505.0
13. Chi phí khác,Lợi nhuận thuần từ hoạt động > 13. Chi phí khác,13. Chi phí khác,32,5.29,7.736.984.462,9.319.286.652,32.0,529.0,7736984462.0,9319286652.0
14. Lợi nhuận khác (40 = 31 - 32),Lợi nhuận thuần từ hoạt động > 14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,3.745.527.786,(1.880.373.147),40.0,,3745527786.0,-1880373147.0
15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),Lợi nhuận thuần từ hoạt động > 15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,94.087.707.123,367.526.410.750,50.0,,94087707123.0,367526410750.0
16. Chi phí thuế TNDN hiện hành,Lợi nhuận thuần từ hoạt động > 16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,5.30,28.407.368.914,69.989.630.046,51.0,530.0,28407368914.0,69989630046.0
17. Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần từ hoạt động > 17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51 - 52),Lợi nhuận thuần từ hoạt động > 18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51 - 52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51 - 52),60,,65.680.338.209,297.536.780.704,60.0,,65680338209.0,297536780704.0
19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,Lợi nhuận thuần từ hoạt động > 19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,61,,77.235.880.810,304.831.251.544,61.0,,77235880810.0,304831251544.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận thuần từ hoạt động > 20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(11.555.542.601),(7.294.470.840),62.0,,-11555542601.0,-7294470840.0
21. Lãi cơ bản trên cổ phiếu,Lợi nhuận thuần từ hoạt động > 21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,5.31,306,1.470,70.0,531.0,306.0,1470.0
