row_label_raw,row_label_full,10. Tài sản có khác,10. Tài sản có khác_1,10. Tài sản có khác_2,numeric__10. Tài sản có khác_1,numeric__10. Tài sản có khác_2
Công ty CP Mua bán nợ Thế hệ mới,10.2 Các khoản phải thu > Công ty CP Mua bán nợ Thế hệ mới,Công ty CP Mua bán nợ Thế hệ mới,572.909,-,572909.0,
Công ty CP DV và ĐT TC An Bình,10.2 Các khoản phải thu > Công ty CP DV và ĐT TC An Bình,Công ty CP DV và ĐT TC An Bình,506.715,1.097.395,506715.0,1097395.0
Ký quỹ Công ty CP chứng khoán An Bình,10.2 Các khoản phải thu > Ký quỹ Công ty CP chứng khoán An Bình,Ký quỹ Công ty CP chứng khoán An Bình,-,40.000,,40000.0
Cty TNHH QLN & KTTS-AMC,10.2 Các khoản phải thu > Cty TNHH QLN & KTTS-AMC,Cty TNHH QLN & KTTS-AMC,43.500,44.731,43500.0,44731.0
Công ty TNHH TM và công nghệ Gia Tuệ,10.2 Các khoản phải thu > Công ty TNHH TM và công nghệ Gia Tuệ,Công ty TNHH TM và công nghệ Gia Tuệ,65.791,65.791,65791.0,65791.0
Công ty CP Nông nghiệp và phát triển đầu tư Địa đế Châu lực,10.2 Các khoản phải thu > Công ty CP Nông nghiệp và phát triển đầu tư Địa đế Châu lực,Công ty CP Nông nghiệp và phát triển đầu tư Địa đế Châu lực,122.494,171,122494.0,171.0
Công ty CP thiết kế sản xuất nội thất Hàn Quốc,10.2 Các khoản phải thu > Công ty CP thiết kế sản xuất nội thất Hàn Quốc,Công ty CP thiết kế sản xuất nội thất Hàn Quốc,95.953,-,95953.0,
Ông Bùi Vinh Quang,10.2 Các khoản phải thu > Ông Bùi Vinh Quang,Ông Bùi Vinh Quang,142.632,-,142632.0,
Ký quỹ Công ty CP chứng khoán BIDV,10.2 Các khoản phải thu > Ký quỹ Công ty CP chứng khoán BIDV,Ký quỹ Công ty CP chứng khoán BIDV,28.616,16.051,28616.0,16051.0
Các khoản phải thu bên ngoài khác,10.2 Các khoản phải thu > Các khoản phải thu bên ngoài khác,Các khoản phải thu bên ngoài khác,206.673,484.068,206673.0,484068.0
Cộng,10.2 Các khoản phải thu > Cộng,Cộng,4.428.970,2.818.548,4428970.0,2818548.0
