row_label_raw,row_label_full,col_0,Địa chỉ,Tỷ lệ sở hữu và tỷ lệ quyền biểu quyết (%),Giá gốc VND,Dự phòng VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Tỷ lệ sở hữu và tỷ lệ quyền biểu quyết (%),numeric__Giá gốc VND,numeric__Dự phòng VND,numeric__Giá trị hợp lý VND
17. Công ty Cổ phần Điện gió Phong Huy,Công ty con > 17. Công ty Cổ phần Điện gió Phong Huy,17. Công ty Cổ phần Điện gió Phong Huy,Quảng Trị,"54,70%",412.426.000.000,-,(*),,0.547,412426000000.0,,
18. Công ty Cổ phần Điện gió Phong Nguyên,Công ty con > 18. Công ty Cổ phần Điện gió Phong Nguyên,18. Công ty Cổ phần Điện gió Phong Nguyên,Quảng Trị,"54,73%",412.479.556.800,-,(*),,0.5473,412479556800.0,,
19. Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty con > 19. Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,19. Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Hà Nội,"51,00%",1.876.851.000,-,(*),,0.51,1876851000.0,,
20. Công ty Cổ phần Khoáng sản Tấn Phát,Công ty con > 20. Công ty Cổ phần Khoáng sản Tấn Phát,20. Công ty Cổ phần Khoáng sản Tấn Phát,Cao Bằng,"57,27%",477.590.600.000,-,(*),,0.5727,477590600000.0,,
21. Công ty Cổ phần Thủy điện Sông Gâm,Công ty con > 21. Công ty Cổ phần Thủy điện Sông Gâm,21. Công ty Cổ phần Thủy điện Sông Gâm,Cao Bằng,"60,00%",27.600.000.000,-,(*),,0.6,27600000000.0,,
22. Công ty Cổ phần Thiết bị Thương mại,Công ty con > 22. Công ty Cổ phần Thiết bị Thương mại,22. Công ty Cổ phần Thiết bị Thương mại,Hà Nội,"99,75%",311.652.469.517,-,(*),,0.9975,311652469517.0,,
23. Asia Dragon Trading Pte. Ltd.,Công ty con > 23. Asia Dragon Trading Pte. Ltd.,23. Asia Dragon Trading Pte. Ltd.,Singapore,"100,00%",140.950.895.451,-,(*),,1.0,140950895451.0,,
24. Công ty Cổ phần KCN Quốc tế Hải Phòng,Công ty con > 24. Công ty Cổ phần KCN Quốc tế Hải Phòng,24. Công ty Cổ phần KCN Quốc tế Hải Phòng,Hải Phòng,"99,00%",9.800.000.000,-,(*),,0.99,9800000000.0,,
25. Công ty Phát triển Khu Công nghiệp Nhật Bản – Hải Phòng,Công ty con > 25. Công ty Phát triển Khu Công nghiệp Nhật Bản – Hải Phòng,25. Công ty Phát triển Khu Công nghiệp Nhật Bản – Hải Phòng,Hải Phòng,"70,00%",703.098.368.940,-,(*),,0.7,703098368940.0,,
26. PC1 Australia Pty Ltd,Công ty con > 26. PC1 Australia Pty Ltd,26. PC1 Australia Pty Ltd,Australia,"100,00%",5.118.723.000,-,(*),,1.0,5118723000.0,,
