row_label_raw,row_label_full,col_0,Địa chỉ,% sở hữu và % quyền biểu quyết,31/12/2024 > Giá gốc VND,31/12/2024 > Dự phòng VND,31/12/2024 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__% sở hữu và % quyền biểu quyết,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị hợp lý VND
16. Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Công ty con > 16. Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,16. Công ty Cổ phần Thương mại Đầu tư Tiến Bộ,Hà Nội,"99,95%",154.145.058.545,-,(*),,0.9995,154145058545.0,,
17. Công ty Cổ phần Điện gió Liên Lập,Công ty con > 17. Công ty Cổ phần Điện gió Liên Lập,17. Công ty Cổ phần Điện gió Liên Lập,Quảng Trị,"55,54%",409.614.856.402,-,(*),,0.5554,409614856402.0,,
18. Công ty Cổ phần Điện gió Phong Huy,Công ty con > 18. Công ty Cổ phần Điện gió Phong Huy,18. Công ty Cổ phần Điện gió Phong Huy,Quảng Trị,"54,70%",412.426.000.000,-,(*),,0.547,412426000000.0,,
19. Công ty Cổ phần Điện gió Phong Nguyên,Công ty con > 19. Công ty Cổ phần Điện gió Phong Nguyên,19. Công ty Cổ phần Điện gió Phong Nguyên,Quảng Trị,"54,73%",412.479.556.800,-,(*),,0.5473,412479556800.0,,
20. Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Công ty con > 20. Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,20. Công ty Cổ phần Đầu tư và Dịch vụ Công nghệ,Hà Nội,"51,00%",1.876.851.000,-,(*),,0.51,1876851000.0,,
21. Công ty Cổ phần Khoáng sản Tấn Phát,Công ty con > 21. Công ty Cổ phần Khoáng sản Tấn Phát,21. Công ty Cổ phần Khoáng sản Tấn Phát,Cao Bằng,"57,27%",477.590.600.000,-,(*),,0.5727,477590600000.0,,
22. Công ty Cổ phần Thùy điện Sông Gảm (iv),Công ty con > 22. Công ty Cổ phần Thùy điện Sông Gảm (iv),22. Công ty Cổ phần Thùy điện Sông Gảm (iv),Cao Bằng,"60,00%",93.600.000.000,-,(*),,0.6,93600000000.0,,
23. Công ty Cổ phần Thiết bị Thương mại,Công ty con > 23. Công ty Cổ phần Thiết bị Thương mại,23. Công ty Cổ phần Thiết bị Thương mại,Hà Nội,"99,75%",311.652.469.517,-,(*),,0.9975,311652469517.0,,
24. Asia Dragon Trading Pte. Ltd. (viii),Công ty con > 24. Asia Dragon Trading Pte. Ltd. (viii),24. Asia Dragon Trading Pte. Ltd. (viii),Singapore,"100,00%",140.950.895.451,-,(*),,1.0,140950895451.0,,
25. Công ty Cổ phần KCN Quốc tế Hải Phòng (v),Công ty con > 25. Công ty Cổ phần KCN Quốc tế Hải Phòng (v),25. Công ty Cổ phần KCN Quốc tế Hải Phòng (v),Hải Phòng,"99,96%",424.800.000.000,-,(*),,0.9995999999999999,424800000000.0,,
26. Công ty Phát triển Khu Công nghiệp Nhật Bản – Hải Phòng (viii),Công ty con > 26. Công ty Phát triển Khu Công nghiệp Nhật Bản – Hải Phòng (viii),26. Công ty Phát triển Khu Công nghiệp Nhật Bản – Hải Phòng (viii),Hải Phòng,"70,00%",703.098.368.940,-,(*),,0.7,703098368940.0,,
27. PCI Australia Pty Ltd,Công ty con > 27. PCI Australia Pty Ltd,27. PCI Australia Pty Ltd,Australia,"100,00%",5.118.723.000,-,(*),,1.0,5118723000.0,,
,,,,,4.266.709.540.989,(1.317.518.206),,,,4266709540989.0,-1317518206.0,
