row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 01 đến 03 tháng,Từ 03 đến 06 tháng,Từ 06 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 01 đến 03 tháng,numeric__Từ 03 đến 06 tháng,numeric__Từ 06 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Tổng Tài sản,Tổng Tài sản,Tổng Tài sản,2.006.201,10.807.008,19.042.688,17.728.149,3.521.322,2.399.736,11.048.146,6.453.978,73.007.228,2006201.0,10807008.0,19042688.0,17728149.0,3521322.0,2399736.0,11048146.0,6453978.0,73007228.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,7.988.886,3.012.851,-,-,-,-,11.001.737,,,7988886.0,3012851.0,,,,,11001737.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,13.389.766,8.349.376,11.843.611,11.958.193,1.675.671,-,47.216.617,,,13389766.0,8349376.0,11843611.0,11958193.0,1675671.0,,47216617.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,-,-,170.063,170.063,,,,,,,,170063.0,170063.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,1.087.577,2.450.965,1.852.579,1.402.993,640.161,1.750.000,9.184.275,,,1087577.0,2450965.0,1852579.0,1402993.0,640161.0,1750000.0,9184275.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,360.808,227.197,383.236,346.692,304.453,55.152,-,1.677.538,,360808.0,227197.0,383236.0,346692.0,304453.0,55152.0,,1677538.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,360.808,22.693.426,14.196.428,14.042.882,13.665.639,2.370.984,1.920.063,69.250.230,,360808.0,22693426.0,14196428.0,14042882.0,13665639.0,2370984.0,1920063.0,69250230.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,2.006.201,10.446.200,(3.650.738),3.531.721,(10.521.560),(11.265.903),8.677.162,4.533.915,3.756.998,2006201.0,10446200.0,-3650738.0,3531721.0,-10521560.0,-11265903.0,8677162.0,4533915.0,3756998.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Nợ phải trả > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,13.246.826,329,-,-,-,-,-,13.247.155,,13246826.0,329.0,,,,,,13247155.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",2.006.201,23.693.026,(3.650.409),3.531.721,(10.521.560),(11.265.903),8.677.162,4.533.915,17.004.153,2006201.0,23693026.0,-3650409.0,3531721.0,-10521560.0,-11265903.0,8677162.0,4533915.0,17004153.0
