row_label_raw,row_label_full,col_0,Tại ngày31/12/2018VND,Tại ngày01/01/2018VND,numeric__Tại ngày31/12/2018VND,numeric__Tại ngày01/01/2018VND
Công ty Cổ phần Sơn Đồng Nai,Doanh thu cung cấp dịch vụ - Xem thêm mục 5.1: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,242.341.041,291.768.392,242341041.0,291768392.0
Công ty Cổ phần Sonadezi Giang Điền,Doanh thu cung cấp dịch vụ - Xem thêm mục 5.1: > Công ty Cổ phần Sonadezi Giang Điền,Công ty Cổ phần Sonadezi Giang Điền,519.646.401,94.823.201,519646401.0,94823201.0
Công ty Cổ phần Xây dựng Dân dụng,Công ty Cổ phần Xây dựng Dân dụng,Công ty Cổ phần Xây dựng Dân dụng,,,,
Công Nghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng > Công Nghiệp Số 1 - Đồng Nai,Công Nghiệp Số 1 - Đồng Nai,-,1.644.500,,1644500.0
Cộng,Công ty Cổ phần Xây dựng Dân dụng > Cộng,Cộng,1.165.493.096,2.144.289.416,1165493096.0,2144289416.0
"Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:","Mua hàng hóa, dịch vụ:",,
Công ty Cổ phần Xây dựng Dân dụng,Công ty Cổ phần Xây dựng Dân dụng,Công ty Cổ phần Xây dựng Dân dụng,,,,
Công nghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng > Công nghiệp Số 1 - Đồng Nai,Công nghiệp Số 1 - Đồng Nai,-,3.254.344.134,,3254344134.0
Công ty Cổ phần Sonadezi An Bình,Công ty Cổ phần Xây dựng Dân dụng > Công ty Cổ phần Sonadezi An Bình,Công ty Cổ phần Sonadezi An Bình,-,538.007.490,,538007490.0
Công ty Cổ phần Dịch vụ Sonadezi,Công ty Cổ phần Xây dựng Dân dụng > Công ty Cổ phần Dịch vụ Sonadezi,Công ty Cổ phần Dịch vụ Sonadezi,287.609.788,1.216.913.783,287609788.0,1216913783.0
Công ty Cổ phần Cấp Nước Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng > Công ty Cổ phần Cấp Nước Đồng Nai,Công ty Cổ phần Cấp Nước Đồng Nai,-,1.515.876.525,,1515876525.0
Công ty Cổ phần Sonadezi Châu Đức,Công ty Cổ phần Xây dựng Dân dụng > Công ty Cổ phần Sonadezi Châu Đức,Công ty Cổ phần Sonadezi Châu Đức,3.445.041.870,4.102.138.986,3445041870.0,4102138986.0
Công ty Cổ phần Môi trường Sonadezi,Công ty Cổ phần Xây dựng Dân dụng > Công ty Cổ phần Môi trường Sonadezi,Công ty Cổ phần Môi trường Sonadezi,-,47.340.000,,47340000.0
Công ty Cổ phần Sonadezi Giang Điền,Công ty Cổ phần Xây dựng Dân dụng > Công ty Cổ phần Sonadezi Giang Điền,Công ty Cổ phần Sonadezi Giang Điền,5.727.719.087,2.870.395.909,5727719087.0,2870395909.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Công ty Cổ phần Xây dựng Dân dụng > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,20.000.000,-,20000000.0,
Cộng,Công ty Cổ phần Xây dựng Dân dụng > Cộng,Cộng,10.511.886.245,13.545.016.827,10511886245.0,13545016827.0
