row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2018,Tại ngày 01/01/2018,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2018,numeric__Tại ngày 01/01/2018
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.5,(1.511.169.148),(495.697.096),137.0,45.0,-1511169148.0,-495697096.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,4.6,11.553.907.913,11.315.942.096,140.0,46.0,11553907913.0,11315942096.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,11.553.907.913,11.315.942.096,141.0,,11553907913.0,11315942096.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,21.291.538.982,41.582.484.633,150.0,,21291538982.0,41582484633.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.11,17.199.728.067,25.410.152.284,151.0,411.0,17199728067.0,25410152284.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,2.032.049.118,1.792.617.849,152.0,,2032049118.0,1792617849.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.13,2.059.761.797,14.379.714.500,153.0,413.0,2059761797.0,14379714500.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.345.175.637.356,3.375.231.022.235,200.0,,3345175637356.0,3375231022235.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.231.515.500,200.000.000,210.0,,1231515500.0,200000000.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,4.4,1.031.515.500,-,216.0,44.0,1031515500.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,15.083.668.210,16.180.224.768,220.0,,15083668210.0,16180224768.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.7,3.489.850.358,4.166.965.900,221.0,47.0,3489850358.0,4166965900.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,11.815.087.755,11.610.087.755,222.0,,11815087755.0,11610087755.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(8.325.237.397),(7.443.121.855),223.0,,-8325237397.0,-7443121855.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.8,11.593.817.852,12.013.258.868,227.0,48.0,11593817852.0,12013258868.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,15.044.154.086,14.664.154.086,228.0,,15044154086.0,14664154086.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(3.450.336.234),(2.650.895.218),229.0,,-3450336234.0,-2650895218.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.9,4.696.906.289,6.766.322.477,230.0,49.0,4696906289.0,6766322477.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,111.591.373.512,111.388.439.863,231.0,,111591373512.0,111388439863.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(106.894.467.223),(104.622.117.386),232.0,,-106894467223.0,-104622117386.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,5.024.958.339,5.024.958.339,240.0,,5024958339.0,5024958339.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.10,5.024.958.339,5.024.958.339,242.0,410.0,5024958339.0,5024958339.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,3.060.727.416.615,3.081.463.278.465,250.0,42.0,3060727416615.0,3081463278465.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,2.148.433.027.300,2.162.361.449.830,251.0,,2148433027300.0,2162361449830.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,714.617.929.514,714.723.998.180,252.0,,714617929514.0,714723998180.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,201.224.785.280,201.224.785.280,253.0,,201224785280.0,201224785280.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(3.548.325.479),(6.846.954.825),254.0,,-3548325479.0,-6846954825.0
5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,5. Đầu tư nằm giữ đến ngày đáo hạn,255,,-,10.000.000.000,255.0,,,10000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,258.411.172.403,265.596.238.186,260.0,,258411172403.0,265596238186.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.11,258.411.172.403,265.596.238.186,261.0,411.0,258411172403.0,265596238186.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,4.126.102.198.225,4.262.278.858.984,270.0,,4126102198225.0,4262278858984.0
