row_label_raw,row_label_full,Mã số,Tên khoản mục,Số tiền,Mã số_1,Tên khoản mục_1,Số tiền_1,Thay đổi,numeric__Tên khoản mục,numeric__Số tiền,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số tiền_1,numeric__Thay đổi
258,BẢNG CẦN ĐỐI KẾ TOÁN > 258,258,Đầu tư dài hạn khác,4.821.770.000,253,Đầu tư góp vốn vào đơn vị khác,4.821.770.000,-,,4821770000.0,253.0,,4821770000.0,
311,BẢNG CẦN ĐỐI KẾ TOÁN > 311,311,Vay và nợ ngắn hạn,115.282.617.572,320,Vay và nợ thuê tài chính ngắn hạn,115.282.617.572,-,,115282617572.0,320.0,,115282617572.0,
312,BẢNG CẦN ĐỐI KẾ TOÁN > 312,312,Phải trả người bán,445.486.761.051,311,Phải trả người bán ngắn hạn,445.486.761.051,-,,445486761051.0,311.0,,445486761051.0,
313,BẢNG CẦN ĐỐI KẾ TOÁN > 313,313,Người mua trả tiền trước,33.726.662.631,312,Người mua trả tiền trước ngắn hạn,33.726.662.631,-,,33726662631.0,312.0,,33726662631.0,
314,BẢNG CẦN ĐỐI KẾ TOÁN > 314,314,Thuế và các khoản phải nộp Nhà nước,106.362.263.393,313,Thuế và các khoản phải nộp Nhà nước,106.362.263.393,-,,106362263393.0,313.0,,106362263393.0,
315,BẢNG CẦN ĐỐI KẾ TOÁN > 315,315,Phải trả người lao động,69.454.926.002,314,Phải trả người lao động,69.454.926.002,-,,69454926002.0,314.0,,69454926002.0,
316,BẢNG CẦN ĐỐI KẾ TOÁN > 316,316,Chi phí phải trả,89.952.868.924,315,Chi phí phải trả ngắn hạn,89.952.868.924,-,,89952868924.0,315.0,,89952868924.0,
319,BẢNG CẦN ĐỐI KẾ TOÁN > 319,319,"Các khoản phải trả, phải nộp khác",55.173.108.130,319,Phải trả ngắn hạn khác,55.173.108.130,-,,55173108130.0,319.0,,55173108130.0,
338,BẢNG CẦN ĐỐI KẾ TOÁN > 338,338,Doanh thu chưa thực hiện,255.813.742,336,Doanh thu chưa thực hiện dài hạn,255.813.742,-,,255813742.0,336.0,,255813742.0,
320,BẢNG CẦN ĐỐI KẾ TOÁN > 320,320,Dự phòng phải trả ngắn hạn,142.872.861.394,321,Dự phòng phải trả ngắn hạn,52.249.768.345,(90.623.093.049),,142872861394.0,321.0,,52249768345.0,-90623093049.0
323,BẢNG CẦN ĐỐI KẾ TOÁN > 323,323,"Quỹ khen thưởng, phúc lợi",12.705.071.535,322,"Quỹ khen thưởng, phúc lợi",12.705.071.535,-,,12705071535.0,322.0,,12705071535.0,
334,BẢNG CẦN ĐỐI KẾ TOÁN > 334,334,Vay và nợ dài hạn,74.357.198.239,338,Vay và nợ thuê tài chính dài hạn,74.357.198.239,-,,74357198239.0,338.0,,74357198239.0,
335,BẢNG CẦN ĐỐI KẾ TOÁN > 335,335,Thuế thu nhập hoãn lại phải trả,2.663.541.460,341,Thuế thu nhập hoãn lại phải trả,2.663.541.460,-,,2663541460.0,341.0,,2663541460.0,
337,BẢNG CẦN ĐỐI KẾ TOÁN > 337,337,Dự phòng phải trả dài hạn,29.373.583.619,342,Dự phòng phải trả dài hạn,119.996.676.668,90.623.093.049,,29373583619.0,342.0,,119996676668.0,90623093049.0
411,BẢNG CẦN ĐỐI KẾ TOÁN > 411,411,Vốn đầu tư của chủ sở hữu,201.000.000.000,411,Vốn góp của chủ sở hữu,201.000.000.000,-,,201000000000.0,411.0,,201000000000.0,
,,,,,411a,Cổ phiếu phổ thông có quyền biểu quyết,201.000.000.000,201.000.000.000,,,,,201000000000.0,201000000000.0
