row_label_raw,row_label_full,TÀI SẢN,MS,TM,31/12/2020VND,01/01/2020VND,numeric__MS,numeric__TM,numeric__31/12/2020VND,numeric__01/01/2020VND
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(9.414.417.550),(31.924.699.510),137.0,56.0,-9414417550.0,-31924699510.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.7,124.428.336.566,38.274.159.075,140.0,57.0,124428336566.0,38274159075.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,124.428.336.566,38.274.159.075,141.0,,124428336566.0,38274159075.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,96.698.540.816,213.640.263.507,150.0,,96698540816.0,213640263507.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.11,1.211.092.152,98.840.332.500,151.0,511.0,1211092152.0,98840332500.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,91.331.226.990,94.991.086.190,152.0,,91331226990.0,94991086190.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.14,4.156.221.674,19.808.844.817,153.0,514.0,4156221674.0,19808844817.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,8.695.631.385.992,8.706.869.287.306,200.0,,8695631385992.0,8706869287306.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,122.984.283.349,142.934.080.353,210.0,,122984283349.0,142934080353.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,5.3,-,83.683.500.000,211.0,53.0,,83683500000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,5.5,126.134.283.349,62.400.580.353,216.0,55.0,126134283349.0,62400580353.0
3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,219,5.6,(3.150.000.000),(3.150.000.000),219.0,56.0,-3150000000.0,-3150000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,6.238.520.709.686,5.762.835.154.589,220.0,,6238520709686.0,5762835154589.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.9,6.104.093.281.543,5.631.548.393.651,221.0,59.0,6104093281543.0,5631548393651.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,7.477.102.910.079,6.771.544.992.523,222.0,,7477102910079.0,6771544992523.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(1.373.009.628.536),(1.139.996.598.872),223.0,,-1373009628536.0,-1139996598872.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.8,134.427.428.143,131.286.760.938,227.0,58.0,134427428143.0,131286760938.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,157.561.710.462,144.439.115.868,228.0,,157561710462.0,144439115868.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(23.134.282.319),(13.152.354.930),229.0,,-23134282319.0,-13152354930.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,-,-,230.0,,,
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.10,1.136.982.809.271,1.800.047.920.309,240.0,510.0,1136982809271.0,1800047920309.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,614.726.749.147,624.841.194.734,241.0,,614726749147.0,624841194734.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,522.256.060.124,1.175.206.725.575,242.0,,522256060124.0,1175206725575.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,5.2,350.744.115.288,500.164.965.951,250.0,52.0,350744115288.0,500164965951.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,322.944.115.288,472.364.965.951,252.0,,322944115288.0,472364965951.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,22.800.000.000,24.130.000.000,253.0,,22800000000.0,24130000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,-,(1.330.000.000),254.0,,,-1330000000.0
4. Đầu tư nắm giữ đến ngày đáo hạn,4. Đầu tư nắm giữ đến ngày đáo hạn,4. Đầu tư nắm giữ đến ngày đáo hạn,255,,5.000.000.000,5.000.000.000,255.0,,5000000000.0,5000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,845.623.010.116,499.984.795.674,260.0,,845623010116.0,499984795674.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.11,845.623.010.116,499.984.795.674,261.0,511.0,845623010116.0,499984795674.0
VII Lợi thế thương mại,VII Lợi thế thương mại,VII Lợi thế thương mại,269,,776.458.282,902.370.430,269.0,,776458282.0,902370430.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,10.158.470.601.572,11.018.000.170.767,270.0,,10158470601572.0,11018000170767.0
