row_label_raw,row_label_full,col_0,Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_1,Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_2,Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_3,numeric__Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),numeric__Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_1,numeric__Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_2,numeric__Mẫu B 09 – DN(Ban hành theo Thông tư số 200/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)_3
▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh TP. Hồ Chí Minh,(vii),USD,-,85.035.839.658,,,,85035839658.0
▪ Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng Sinopac - Chi nhánh TP. Hồ Chí Minh,(viii),VND,132.961.671.917,135.900.000.000,,,132961671917.0,135900000000.0
▪ Ngân hàng TNHH MTV UOB Việt Nam,Bên thứ ba > ▪ Ngân hàng TNHH MTV UOB Việt Nam,▪ Ngân hàng TNHH MTV UOB Việt Nam,(ix),VND,114.584.761.996,134.418.629.258,,,114584761996.0,134418629258.0
▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng Malayan Banking Berhad Chi nhánh TP. Hồ Chí Minh,(x),USD,85.446.513.628,-,,,85446513628.0,
▪ Ngân hàng Sumitomo Mitsu - Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng Sumitomo Mitsu - Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng Sumitomo Mitsu - Chi nhánh TP. Hồ Chí Minh,(xi),VND,-,125.000.000.000,,,,125000000000.0
▪ Ngân hàng TNHH MTV ANZ (Việt Nam),Bên thứ ba > ▪ Ngân hàng TNHH MTV ANZ (Việt Nam),▪ Ngân hàng TNHH MTV ANZ (Việt Nam),(xii),VND,-,108.024.412.792,,,,108024412792.0
▪ Ngân hàng TMCP Xuất nhập khẩu Việt Nam - Chi nhánh Bình Dương,Bên thứ ba > ▪ Ngân hàng TMCP Xuất nhập khẩu Việt Nam - Chi nhánh Bình Dương,▪ Ngân hàng TMCP Xuất nhập khẩu Việt Nam - Chi nhánh Bình Dương,(xiii),USD,-,105.972.454.533,,,,105972454533.0
▪ Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh TP. Hồ Chí Minh,Bên thứ ba > ▪ Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh TP. Hồ Chí Minh,▪ Ngân hàng TNHH MTV Standard Chartered (Việt Nam) - Chi nhánh TP. Hồ Chí Minh,(xiv),VND,-,17.000.000.000,,,,17000000000.0
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
▪ Công ty Cổ phần Hoa Sen Quy Nhom – công ty con,Bên liên quan > ▪ Công ty Cổ phần Hoa Sen Quy Nhom – công ty con,▪ Công ty Cổ phần Hoa Sen Quy Nhom – công ty con,(xv),VND,53.000.000.000,53.000.000.000,,,53000000000.0,53000000000.0
,,,,,5.668.706.946.394,8.801.119.898.344,,,5668706946394.0,8801119898344.0
