row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
CNC BAF Tây Ninh 1,Chăn nuôi TMC > CNC BAF Tây Ninh 1,CNC BAF Tây Ninh 1,Góp vốn,340.000.000.000,-,,340000000000.0,
CNC BAF Tây Ninh 1,Chăn nuôi TMC > CNC BAF Tây Ninh 1,CNC BAF Tây Ninh 1,Vay,339.500.000.000,-,,339500000000.0,
CNC BAF Tây Ninh 1,Chăn nuôi TMC > CNC BAF Tây Ninh 1,CNC BAF Tây Ninh 1,Lãi vay,12.885.747.945,-,,12885747945.0,
CNC BAF Tây Ninh 1,Chăn nuôi TMC > CNC BAF Tây Ninh 1,CNC BAF Tây Ninh 1,Trả vay,6.700.000.000,-,,6700000000.0,
CNC BAF Tây Ninh 2,Chăn nuôi TMC > CNC BAF Tây Ninh 2,CNC BAF Tây Ninh 2,Góp vốn,340.000.000.000,-,,340000000000.0,
CNC BAF Tây Ninh 2,Chăn nuôi TMC > CNC BAF Tây Ninh 2,CNC BAF Tây Ninh 2,Vay,339.500.000.000,-,,339500000000.0,
CNC BAF Tây Ninh 2,Chăn nuôi TMC > CNC BAF Tây Ninh 2,CNC BAF Tây Ninh 2,Lãi vay,12.835.545.205,-,,12835545205.0,
CNC BAF Tây Ninh 2,Chăn nuôi TMC > CNC BAF Tây Ninh 2,CNC BAF Tây Ninh 2,Trả vay,5.600.000.000,-,,5600000000.0,
BAF Tây Ninh 1,Chăn nuôi TMC > BAF Tây Ninh 1,BAF Tây Ninh 1,Góp vốn,80.000.000.000,-,,80000000000.0,
BAF Tây Ninh 1,Chăn nuôi TMC > BAF Tây Ninh 1,BAF Tây Ninh 1,Vay,79.800.000.000,-,,79800000000.0,
BAF Tây Ninh 1,Chăn nuôi TMC > BAF Tây Ninh 1,BAF Tây Ninh 1,Lãi vay,3.026.284.933,-,,3026284933.0,
BAF Tây Ninh 1,Chăn nuôi TMC > BAF Tây Ninh 1,BAF Tây Ninh 1,Trả vay,1.700.000.000,-,,1700000000.0,
