row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
BAF Bình Định,BAF Bình Định,BAF Bình Định,Trả vay,98.340.000.000,5.870.000.000,,98340000000.0,5870000000.0
BAF Bình Định,BAF Bình Định,BAF Bình Định,Vay,30.000.000.000,-,,30000000000.0,
BAF Bình Định,BAF Bình Định,BAF Bình Định,Lãi cho vay,2.971.291.796,5.248.535.927,,2971291796.0,5248535927.0
BAF Bình Định,BAF Bình Định,BAF Bình Định,Góp vốn,1.600.000.000,-,,1600000000.0,
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Mua heo,728.428.113.750,7.914.779.500,,728428113750.0,7914779500.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Thu hồi cho vay,291.000.000.000,63.958.916.807,,291000000000.0,63958916807.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Cho vay,198.500.000.000,214.273.153.807,,198500000000.0,214273153807.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Cổ tức,150.000.000.000,-,,150000000000.0,
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Lãi cho vay,12.290.057.591,4.395.658.848,,12290057591.0,4395658848.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Bán heo,4.060.357.394,10.008.166.909,,4060357394.0,10008166909.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Thanh lý tài sản cốđịnh,2.250.000.000,-,,2250000000.0,
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Thanh lý cảm,27.387.000,-,,27387000.0,
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Thanh lý tài sản khác,10.138.000,-,,10138000.0,
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Thanh lý thuốc và vạttự thú y,1.750.000,-,,1750000.0,
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Trả vay,-,103.587.705.000,,,103587705000.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Vay,-,73.385.763.000,,,73385763000.0
Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Hải ĐăngTây Ninh,Lãi vay,-,64.038.332,,,64038332.0
Tây An Khánh,Tây An Khánh,Tây An Khánh,Cho vay,111.800.000.000,21.120.000.000,,111800000000.0,21120000000.0
Tây An Khánh,Tây An Khánh,Tây An Khánh,Góp vốn,68.000.000.000,-,,68000000000.0,
Tây An Khánh,Tây An Khánh,Tây An Khánh,Thu hồi cho vay,58.470.000.000,1.470.000.000,,58470000000.0,1470000000.0
Tây An Khánh,Tây An Khánh,Tây An Khánh,Lãi cho vay,2.230.827.946,356.919.452,,2230827946.0,356919452.0
