row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Công ty TNHH Dabaco Tuyên Quang,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Dabaco Tuyên Quang,Công ty TNHH Dabaco Tuyên Quang,Công ty con,Phải thu từ lợi nhuận được chia,60.992.412.784,-,,,60992412784.0,
Công ty TNHH MTV Gà giống Dabaco,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH MTV Gà giống Dabaco,Công ty TNHH MTV Gà giống Dabaco,Công ty con,Tài trợ vốn,34.713.580.185,-,,,34713580185.0,
Công ty TNHH Thức ăn chăn nuôi Dabaco Bình Phước,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Thức ăn chăn nuôi Dabaco Bình Phước,Công ty TNHH Thức ăn chăn nuôi Dabaco Bình Phước,Công ty con,Tài trợ vốn,32.196.584.508,-,,,32196584508.0,
Công ty TNHH Nutreco,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Nutreco,Công ty TNHH Nutreco,Công ty con,Tài trợ vốn,28.231.168.967,-,,,28231168967.0,
Công ty TNHH Dầu thực vật Dabaco,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Dầu thực vật Dabaco,Công ty TNHH Dầu thực vật Dabaco,Công ty con,Tài trợ vốn,24.226.578.000,-,,,24226578000.0,
Công ty TNHH Lợn giống Dabaco Phú Thọ,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Lợn giống Dabaco Phú Thọ,Công ty TNHH Lợn giống Dabaco Phú Thọ,Công ty con,Tài trợ vốn,23.293.769.446,-,,,23293769446.0,
Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Công ty con,Tài trợ vốn,22.120.156.059,-,,,22120156059.0,
Công ty TNHH Dịch vụ Thương mại Bắc Ninh,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Dịch vụ Thương mại Bắc Ninh,Công ty TNHH Dịch vụ Thương mại Bắc Ninh,Công ty con,Tài trợ vốn,20.585.534.247,-,,,20585534247.0,
Công ty TNHH Dabaco Thanh Hóa,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Dabaco Thanh Hóa,Công ty TNHH Dabaco Thanh Hóa,Công ty con,Tài trợ vốn,8.640.215.512,-,,,8640215512.0,
Công ty TNHH Lợn giống Dabaco Lương Tài,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Lợn giống Dabaco Lương Tài,Công ty TNHH Lợn giống Dabaco Lương Tài,Công ty con,Tài trợ vốn,5.563.610.904,-,,,5563610904.0,
Công ty TNHH Thức ăn chăn nuôi Nasaco Hà Nam,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Thức ăn chăn nuôi Nasaco Hà Nam,Công ty TNHH Thức ăn chăn nuôi Nasaco Hà Nam,Công ty con,Tài trợ vốn,5.400.193.577,-,,,5400193577.0,
Công ty TNHH Dầu tư Xây dựng và Phát triển Hạ tầng Dabaco,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Dầu tư Xây dựng và Phát triển Hạ tầng Dabaco,Công ty TNHH Dầu tư Xây dựng và Phát triển Hạ tầng Dabaco,Công ty con,Tài trợ vốn,649.813.593,-,,,649813593.0,
Công ty TNHH Lợn giống Dabaco Hải Phòng,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Lợn giống Dabaco Hải Phòng,Công ty TNHH Lợn giống Dabaco Hải Phòng,Công ty con,Tài trợ vốn,424.284.852,-,,,424284852.0,
Công ty TNHH MTV Lợn giống Lạc Vệ,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH MTV Lợn giống Lạc Vệ,Công ty TNHH MTV Lợn giống Lạc Vệ,Công ty con,Tài trợ vốn,312.800.004,-,,,312800004.0,
Công ty TNHH Lợn giống Hạt nhân Dabaco,Phải thu ngắn hạn khác (Thuyết minh số 7) > Công ty TNHH Lợn giống Hạt nhân Dabaco,Công ty TNHH Lợn giống Hạt nhân Dabaco,Công ty con,Tài trợ vốn,100.937.499,-,,,100937499.0,
Phải thu khác từ thành viên quản lý chủ chốt,Phải thu ngắn hạn khác (Thuyết minh số 7) > Phải thu khác từ thành viên quản lý chủ chốt,Phải thu khác từ thành viên quản lý chủ chốt,,Phải thu từ giao dịch chuyển nhượng vốn góp,1.000.000.000,10.000.000.000,,,1000000000.0,10000000000.0
,,,,,339.867.094.460,10.000.000.000,,,339867094460.0,10000000000.0
