row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2025,Quá hạn > Trên 3 thángTriệu VND,Quá hạn > Đến 3 thángTriệu VND,Quá hạn > Đến 1 thángTriệu VND,Quá hạn > Từ trên 1 đến3 thángTriệu VND,Trong hạn > Từ trên 3 đến12 thángTriệu VND,Trong hạn > Từ 1 đến 5 nămTriệu VND,Trong hạn > Trên 5 nămTriệu VND,Trong hạn > Tổng cộngTriệu VND,numeric__Quá hạn > Trên 3 thángTriệu VND,numeric__Quá hạn > Đến 3 thángTriệu VND,numeric__Quá hạn > Đến 1 thángTriệu VND,numeric__Quá hạn > Từ trên 1 đến3 thángTriệu VND,numeric__Trong hạn > Từ trên 3 đến12 thángTriệu VND,numeric__Trong hạn > Từ 1 đến 5 nămTriệu VND,numeric__Trong hạn > Trên 5 nămTriệu VND,numeric__Trong hạn > Tổng cộngTriệu VND
Tổng tài sản (1),Tải sản > Tổng tài sản (1),Tổng tài sản (1),42.401.515,4.658.874,262.270.595,124.510.395,237.144.196,118.200.428,159.692.875,948.878.878,42401515.0,4658874.0,262270595.0,124510395.0,237144196.0,118200428.0,159692875.0,948878878.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ vàNHNNVN,Nợ phải trả > Các khoản nợ Chính phủ vàNHNNVN,Các khoản nợ Chính phủ vàNHNNVN,-,-,10.765.879,11.315.640,20.438,120.235,24.724,22.246.916,,,10765879.0,11315640.0,20438.0,120235.0,24724.0,22246916.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,145.377.117,8.308.418,527.614,1.588.020,235.899,156.037.068,,,145377117.0,8308418.0,527614.0,1588020.0,235899.0,156037068.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,203.196.160,123.745.753,277.277.438,14.090.304,32.017,618.341.672,,,203196160.0,123745753.0,277277438.0,14090304.0,32017.0,618341672.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,2.387,1.827,33.572,139.597,391.276,568.659,,,2387.0,1827.0,33572.0,139597.0,391276.0,568659.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,258.255,2.144.527,29.951.125,4.581.734,2.249.063,39.184.704,,,258255.0,2144527.0,29951125.0,4581734.0,2249063.0,39184704.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,7.157.593,3.687.382,9.562.548,436.753,29.764,20.874.040,,,7157593.0,3687382.0,9562548.0,436753.0,29764.0,20874040.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,-,366.757.391,149.203.547,317.372.735,20.956.643,2.962.743,857.253.059,,,366757391.0,149203547.0,317372735.0,20956643.0,2962743.0,857253059.0
Mức chênh thanh khoản ròng[(3)=(1)-(2)],Nợ phải trả > Mức chênh thanh khoản ròng[(3)=(1)-(2)],Mức chênh thanh khoản ròng[(3)=(1)-(2)],42.401.515,4.658.874,(104.486.796),(24.693.152),(80.228.539),97.243.785,156.730.132,91.625.819,42401515.0,4658874.0,-104486796.0,-24693152.0,-80228539.0,97243785.0,156730132.0,91625819.0
