row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2023Triệu đồng,Năm 2022Triệu đồng,numeric__Thuyết minh,numeric__Năm 2023Triệu đồng,numeric__Năm 2022Triệu đồng
"Tăng các khoản cho vay khách hàng và mua nợ Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng và mua nợ Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Tăng các khoản cho vay khách hàng và mua nợ Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(138.798.611),(86.329.314),,-138798611.0,-86329314.0
Giảm/(Tăng) khác về tài sản hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,(7.260.143),(8.030.806),,-7260143.0,-8030806.0
Giảm/(Tăng) khác về tài sản hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,2.045.870,(2.214.107),,2045870.0,-2214107.0
Những thay đổi về nợ phải trả hoạt độngTăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ phải trả hoạt độngTăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Những thay đổi về nợ phải trả hoạt độngTăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,,2.189.078,(6.525.142),,2189078.0,-6525142.0
"Tăng các khoản tiền gửi, tiền vay các TCTC, TCTD khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi, tiền vay các TCTC, TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTC, TCTD khác",,13.221.051,25.789.403,,13221051.0,25789403.0
Tăng tiền gửi của khách hàng,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,136.304.966,68.124.765,,136304966.0,68124765.0
Tăng các công cụ tài chính phái sinh và các khoản nợ tài chính khác,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phái sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,127.621,-,,127621.0,
Giảm phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Giảm phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(8.992.379),(6.594.113),,-8992379.0,-6594113.0
"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,(25.005),(56.880),,-25005.0,-56880.0
Tăng khác về công nợ hoạt động,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,1.703.391,2.121.371,,1703391.0,2121371.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,13.349.141,22.504.868,,13349141.0,22504868.0
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯMua sắm tài sản cố định,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯMua sắm tài sản cố định,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯMua sắm tài sản cố định,,(77.546),(77.123),,-77546.0,-77123.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,929,552,,929.0,552.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,(15.667.272),,,-15667272.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,3.147,42.997,,3147.0,42997.0
Lưu chuyển tiền sử dụng vào hoạt động đầu tư,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền sử dụng vào hoạt động đầu tư,Lưu chuyển tiền sử dụng vào hoạt động đầu tư,,(73.470),(15.700.846),,-73470.0,-15700846.0
