row_label_raw,row_label_full,col_0,Mãsố,2018VND,2017VND,numeric__Mãsố,numeric__2018VND,numeric__2017VND
,,,,5.288.839.288.231,5.501.959.969.336,,5288839288231.0,5501959969336.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(254.235.592.773),(236.852.306.374),14.0,-254235592773.0,-236852306374.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(108.000.000.000),(317.032.958.814),15.0,-108000000000.0,-317032958814.0
Lưu chuyển tiền thuần từ các hoạt độngkinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ các hoạt độngkinh doanh,Lưu chuyển tiền thuần từ các hoạt độngkinh doanh,20,4.926.603.695.458,4.948.074.704.148,20.0,4926603695458.0,4948074704148.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sàncố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sàncố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sàncố định và tài sản dài hạn khác",21,(798.424.965.557),(296.741.327.382),21.0,-798424965557.0,-296741327382.0
"Đặt cọc mua máy bay, tiền thuần","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Đặt cọc mua máy bay, tiền thuần","Đặt cọc mua máy bay, tiền thuần",21,1.545.988.562.283,(2.296.535.249.533),21.0,1545988562283.0,-2296535249533.0
Tiền chi đầu tư vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư vào các đơn vị khác,Tiền chi đầu tư vào các đơn vị khác,25,(1.132.840.350.000),-,25.0,-1132840350000.0,
Tiền thu lãi tiền gửi và cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và cho vay,Tiền thu lãi tiền gửi và cho vay,27,206.055.648.390,64.169.619.717,27.0,206055648390.0,64169619717.0
Tiền thu cổ tức nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức nhận được,Tiền thu cổ tức nhận được,27,2.832.636.000,3.068.690.000,27.0,2832636000.0,3068690000.0
Lưu chuyển tiền thuần từ các hoạt độngđầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ các hoạt độngđầu tư,Lưu chuyển tiền thuần từ các hoạt độngđầu tư,30,(176.388.468.884),(2.526.038.267.198),30.0,-176388468884.0,-2526038267198.0
