row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước(Trình bày lại),numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước(Trình bày lại)
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"Giảm các khoản tiền, vàng gửi tại và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > Giảm các khoản tiền, vàng gửi tại và cho vay các TCTD khác","Giảm các khoản tiền, vàng gửi tại và cho vay các TCTD khác","Giảm các khoản tiền, vàng gửi tại và cho vay các TCTD khác",9.972.481,13.485.935,,9972481.0,13485935.0
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,(10.064.536),22.027.125,,-10064536.0,22027125.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(12.375),113.948,,-12375.0,113948.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,(128.259.205),(121.853.473),,-128259205.0,-121853473.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt",(19.686.295),(19.649.357),,-19686295.0,-19649357.0
(Tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,(711.579),(1.001.400),,-711579.0,-1001400.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Giảm)/ Tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Giảm)/ Tăng các khoản nợ Chính phủ và NHNN,(Giảm)/ Tăng các khoản nợ Chính phủ và NHNN,(Giảm)/ Tăng các khoản nợ Chính phủ và NHNN,(14.945.095),16.813.500,,-14945095.0,16813500.0
"(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > (Giảm) các khoản tiền gửi, tiền vay các TCTD khác","(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",(2.514.970),(12.780.711),,-2514970.0,-12780711.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),142.899.173,140.634.484,,142899173.0,140634484.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),22.781.001,(43.747.068),,22781001.0,-43747068.0
"Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",90.225,573.469,,90225.0,573469.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,(24.928),(1.880.740),,-24928.0,-1880740.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,(379),(515),,-379.0,-515.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,33.744.863,21.468.071,,33744863.0,21468071.0
