row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,01/01/2020 (đã điều chỉnh) > Giá trị,01/01/2020 (đã điều chỉnh) > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 (đã điều chỉnh) > Giá trị,numeric__01/01/2020 (đã điều chỉnh) > Số có khả năng trả nợ
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,16.165.213.073,16.165.213.073,18.999.766.106,18.999.766.106,16165213073.0,16165213073.0,18999766106.0,18999766106.0
- Hợp tác xã Dịch vụ Vận tải Tín Thành,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Hợp tác xã Dịch vụ Vận tải Tín Thành,- Hợp tác xã Dịch vụ Vận tải Tín Thành,13.213.728.944,13.213.728.944,8.098.003.350,8.098.003.350,13213728944.0,13213728944.0,8098003350.0,8098003350.0
- Công ty TNHH Thương mại Đầu tư Phát triển Phương Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thương mại Đầu tư Phát triển Phương Anh,- Công ty TNHH Thương mại Đầu tư Phát triển Phương Anh,12.465.392.500,12.465.392.500,-,-,12465392500.0,12465392500.0,,
- Công ty Cổ phần Thiết bị Quốc tế TPT,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Thiết bị Quốc tế TPT,- Công ty Cổ phần Thiết bị Quốc tế TPT,4.452.075.634,4.452.075.634,10.050.820.688,10.050.820.688,4452075634.0,4452075634.0,10050820688.0,10050820688.0
- Công ty TNHH Một thành viên Quốc tế Hoàng Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Một thành viên Quốc tế Hoàng Anh,- Công ty TNHH Một thành viên Quốc tế Hoàng Anh,7.223.836.700,7.223.836.700,10.700.235.071,10.700.235.071,7223836700.0,7223836700.0,10700235071.0,10700235071.0
- Colorobbia Espana S.A.,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Colorobbia Espana S.A.,- Colorobbia Espana S.A.,742.065.383,742.065.383,8.537.921.581,8.537.921.581,742065383.0,742065383.0,8537921581.0,8537921581.0
- Công ty TNHH Hoàn Cường,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Hoàn Cường,- Công ty TNHH Hoàn Cường,5.223.535.290,5.223.535.290,6.994.116.947,6.994.116.947,5223535290.0,5223535290.0,6994116947.0,6994116947.0
- Công ty TNHH MTV Thương mại Ngọc Minh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Thương mại Ngọc Minh,- Công ty TNHH MTV Thương mại Ngọc Minh,6.314.658.576,6.314.658.576,7.744.597.796,7.744.597.796,6314658576.0,6314658576.0,7744597796.0,7744597796.0
- Công ty TNHH Thương mại Dịch vụ Thanh Bình,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thương mại Dịch vụ Thanh Bình,- Công ty TNHH Thương mại Dịch vụ Thanh Bình,6.470.821.952,6.470.821.952,9.013.676.030,9.013.676.030,6470821952.0,6470821952.0,9013676030.0,9013676030.0
- Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,- Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,6.861.888.796,6.861.888.796,8.128.946.255,8.128.946.255,6861888796.0,6861888796.0,8128946255.0,8128946255.0
- Công ty Cổ phần Công nghệ Tohoku,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Công nghệ Tohoku,- Công ty Cổ phần Công nghệ Tohoku,8.262.623.026,8.262.623.026,-,-,8262623026.0,8262623026.0,,
- Công ty TNHH Siamp,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Siamp,- Công ty TNHH Siamp,6.931.684.349,6.931.684.349,8.944.950.099,8.944.950.099,6931684349.0,6931684349.0,8944950099.0,8944950099.0
- Công ty Cổ phần Đầu tư Xây dựng Sơn Giang,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư Xây dựng Sơn Giang,- Công ty Cổ phần Đầu tư Xây dựng Sơn Giang,6.759.018.519,6.759.018.519,8.348.533.600,8.348.533.600,6759018519.0,6759018519.0,8348533600.0,8348533600.0
- Công ty TNHH Đông Thiên Phú HD,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Đông Thiên Phú HD,- Công ty TNHH Đông Thiên Phú HD,6.180.875.250,6.180.875.250,-,-,6180875250.0,6180875250.0,,
- Công ty TNHH Vĩnh Xuân,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Vĩnh Xuân,- Công ty TNHH Vĩnh Xuân,7.129.599.455,7.129.599.455,3.872.799.842,3.872.799.842,7129599455.0,7129599455.0,3872799842.0,3872799842.0
- Phải trả cho các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,771.015.513.769,771.015.513.769,884.780.522.125,884.780.522.125,771015513769.0,771015513769.0,884780522125.0,884780522125.0
,,,1.090.144.376.278,1.090.144.376.278,1.127.969.006.963,1.127.969.006.963,1090144376278.0,1090144376278.0,1127969006963.0,1127969006963.0
