row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Hoạt động chính,31/12/2017,31/12/2017_1,1/1/2017,1/1/2017_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2017,numeric__31/12/2017_1,numeric__1/1/2017,numeric__1/1/2017_1
11,STT > 11,11,Công ty CP Cơ khí Xăng dầu (ii),TP Hồ Chí Minh,"Chế tạo các công cụ, máy móc ngành xàng dầu",46.00%,46.00%,46.00%,46.00%,,,,46.0,46.0,46.0,46.0
12,STT > 12,12,Công ty TNHH Hóa chất PTN,Hai Phòng,Sản xuất các chất liệu bề mặt liên quan đến xăng,60.00%,60.00%,60.00%,60.00%,,,,60.0,60.0,60.0,60.0
13,STT > 13,13,Công ty CP Thiết bị Xăng dầu,Hà Nội,Cung cấp các thiết bị ngành xăng dầu,50.48%,50.48%,50.48%,50.48%,,,,50.48,50.48,50.48,50.48
14,STT > 14,14,Công ty CP Tín học Viễn thông Petrolimex,Hà Nội,Phát triển các sản phẩm phần mềm,50.33%,50.33%,50.33%,50.33%,,,,50.33,50.33,50.33,50.33
15,STT > 15,15,Công ty CP Tư vấn Xây dựng Petrolimex,Hà Nội,Tư vấn xây dựng,51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
16,STT > 16,16,Công ty TNHH Xăng dầu Kiên Giang,Kiên Giang,Kinh doanh xăng dầu,51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
17,STT > 17,17,Công ty Cổ phần Vận tải hóa dầu VP,Hải Phòng,Kinh doanh dịch vụ vận tải,88.88%,57.62%,88.88%,57.62%,,,,88.88,57.62,88.88,57.62
18,STT > 18,18,Công ty TNHH Thương mại Dịch vụ Hải Châu,TP Hồ Chí Minh,"Sản xuất, kinh doanh nước đá, hai sản đông lạnh",92.04%,92.04%,92.04%,92.04%,,,,92.04,92.04,92.04,92.04
19,STT > 19,19,Công ty Thương mại Dịch vụ Cái Bè,Tiền Giang,"Sản xuất, kinh doanh nước đá, hai sản đông lạnh",63.04%,63.04%,63.04%,63.04%,,,,63.04,63.04,63.04,63.04
20,STT > 20,20,Tổng Công ty Cổ phần Bảo hiểm Petrolimex (“PJICO”) (iii),Hà Nội,Kinh doanh bảo hiểm,40.95%,51.19%,51.19%,51.19%,,,,40.95,51.19,51.19,51.19
21,STT > 21,21,Công ty CP Xây lắp I (iii),Hà Nội,Xây dựng các công trình,31.34%,31.34%,51.00%,31.34%,,,,31.34,31.34,51.0,31.34
22,STT > 22,22,Công ty CP Xây lắp III (iii),TP Hồ Chí Minh,Xây dựng các công trình,30.00%,30.00%,51.00%,30.00%,,,,30.0,30.0,51.0,30.0
23,STT > 23,23,Công ty CP Vận tải và Dịch vụ Petrolimex Sài Gòn (i),TP Hồ Chí Minh,"Mua bán, vận chuyển hàng hóa",52.73%,52.73%,52.73%,52.73%,,,,52.73,52.73,52.73,52.73
24,STT > 24,24,Công ty CP Thương mại và Vận tải Petrolimex Hà Nội (i),Hà Nội,"Mua bán, vận chuyển hàng hóa",51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
25,STT > 25,25,Công ty CP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh (i),Nghệ An,"Mua bán, vận chuyển hàng hóa",51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
26,STT > 26,26,Công ty CP Vận tải và Dịch vụ Petrolimex Hà Tây (i),Hà Nội,"Mua bán, vận chuyển hàng hóa",51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
27,STT > 27,27,Công ty CP Thương mại và Vận tải Petrolimex Đà Nẵng (i),Đà Nẵng,"Mua bán, vận chuyển hàng hóa",51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
28,STT > 28,28,Công ty CP Vận tải và Dịch vụ Petrolimex Thừa Thiên Huế (i),Huế,"Mua bán, vận chuyển hàng hóa",51.00%,51.00%,51.00%,51.00%,,,,51.0,51.0,51.0,51.0
