row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,30.193.010.553.977,31.751.163.344.461,200.0,,30193010553977.0,31751163344461.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,483.215.132.617,-,210.0,,483215132617.0,
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,7,483.215.132.617,-,212.0,7.0,483215132617.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,27.880.934.183.576,30.039.987.995.583,220.0,,27880934183576.0,30039987995583.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,27.485.178.332.738,29.689.937.794.227,221.0,11.0,27485178332738.0,29689937794227.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,44.786.746.851.163,44.561.558.542.884,222.0,,44786746851163.0,44561558542884.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(17.301.568.518.425),(14.871.620.748.657),223.0,,-17301568518425.0,-14871620748657.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,12,395.755.850.838,350.050.201.356,227.0,12.0,395755850838.0,350050201356.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,682.419.509.495,575.284.953.248,228.0,,682419509495.0,575284953248.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(286.663.658.657),(225.234.751.892),229.0,,-286663658657.0,-225234751892.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,1.063.315.638.684,784.928.616.329,240.0,,1063315638684.0,784928616329.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,13,1.063.315.638.684,784.928.616.329,242.0,13.0,1063315638684.0,784928616329.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,412.093.171.146,489.088.789.670,250.0,,412093171146.0,489088789670.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,5,888.058.165.365,888.058.165.365,251.0,5.0,888058165365.0,888058165365.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,5,11.244.000.000,11.244.000.000,253.0,5.0,11244000000.0,11244000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,5,(487.208.994.219),(410.213.375.695),254.0,5.0,-487208994219.0,-410213375695.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,353.452.427.954,437.157.942.879,260.0,,353452427954.0,437157942879.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,10,353.452.427.954,437.157.942.879,261.0,10.0,353452427954.0,437157942879.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,61.894.227.075.369,61.810.267.565.706,270.0,,61894227075369.0,61810267565706.0
