row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Phí dịch vụ chi hộ,175.798.082,203.952.733,,175798082.0,203952733.0
Công ty Cổ phần Xây lắp Sunshine E&C,Công ty Cổ phần Xây lắp Sunshine E&C,Công ty Cổ phần Xây lắp Sunshine E&C,Phí dịch vụ chi hộ,151.341.104,-,,151341104.0,
Công ty Cổ phần Sunshine Cab,Công ty Cổ phần Sunshine Cab,Công ty Cổ phần Sunshine Cab,Phí dịch vụ chi hộ,147.924.288,-,,147924288.0,
Công ty TNHH Cafe's Plus,Công ty TNHH Cafe's Plus,Công ty TNHH Cafe's Plus,Phí dịch vụ chi hộ,136.363.637,-,,136363637.0,
Công ty Cổ phần Đầu tư và Công nghệ Vietnet,Công ty Cổ phần Đầu tư và Công nghệ Vietnet,Công ty Cổ phần Đầu tư và Công nghệ Vietnet,Phí dịch vụ chi hộ,82.856.693,-,,82856693.0,
Doanh thu hoạt động tài chính (Thuyết minh số 29),Doanh thu hoạt động tài chính (Thuyết minh số 29),Doanh thu hoạt động tài chính (Thuyết minh số 29),,360.981.009.593,164.984.383.562,,360981009593.0,164984383562.0
Công ty Cổ phần Vinaminco Khánh Hòa,Công ty Cổ phần Vinaminco Khánh Hòa,Công ty Cổ phần Vinaminco Khánh Hòa,Lãi cho vay,108.924.582.193,20.086.643.836,,108924582193.0,20086643836.0
Công ty Cổ phần Kinh doanh Bất động sản Kinh Bắc,Công ty Cổ phần Kinh doanh Bất động sản Kinh Bắc,Công ty Cổ phần Kinh doanh Bất động sản Kinh Bắc,Lãi cho vay,103.584.509.591,4.936.438.356,,103584509591.0,4936438356.0
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Lãi đầu tư trái phiếu,101.621.917.809,132.000.000.000,,101621917809.0,132000000000.0
Công ty Cổ phần Sunshine Tây Hồ,Công ty Cổ phần Sunshine Tây Hồ,Công ty Cổ phần Sunshine Tây Hồ,Lãi cho vay,46.850.000.000,7.961.301.370,,46850000000.0,7961301370.0
Cho vay,Cho vay,Cho vay,,43.400.000.000,54.650.000.000,,43400000000.0,54650000000.0
Công ty Cổ phần Vinaminco Khánh Hòa,Công ty Cổ phần Vinaminco Khánh Hòa,Công ty Cổ phần Vinaminco Khánh Hòa,Cho vay,24.400.000.000,-,,24400000000.0,
Công ty Cổ phần Sunshine Tây Hồ,Công ty Cổ phần Sunshine Tây Hồ,Công ty Cổ phần Sunshine Tây Hồ,Cho vay,19.000.000.000,-,,19000000000.0,
Công ty Cổ phần Tập đoàn KSFinance,Công ty Cổ phần Tập đoàn KSFinance,Công ty Cổ phần Tập đoàn KSFinance,Cho vay,-,54.650.000.000,,,54650000000.0
Nhận lại gốc cho vay,Nhận lại gốc cho vay,Nhận lại gốc cho vay,,2.093.957.500.000,-,,2093957500000.0,
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Thu gốc trái phiếu,1.331.000.000.000,-,,1331000000000.0,
Công ty Cổ phần Kinh doanh Bất động sản Kinh Bắc,Công ty Cổ phần Kinh doanh Bất động sản Kinh Bắc,Công ty Cổ phần Kinh doanh Bất động sản Kinh Bắc,Nhận lại gốc cho vay,408.487.500.000,-,,408487500000.0,
Công ty Cổ phần Vinaminco Khánh Hòa,Công ty Cổ phần Vinaminco Khánh Hòa,Công ty Cổ phần Vinaminco Khánh Hòa,Nhận lại gốc cho vay,239.820.000.000,-,,239820000000.0,
Công ty Cổ phần Tập đoàn KSFinance,Công ty Cổ phần Tập đoàn KSFinance,Công ty Cổ phần Tập đoàn KSFinance,Nhận lại gốc cho vay,74.650.000.000,-,,74650000000.0,
Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Tập đoàn Sunshine,40.000.000.000,-,,40000000000.0,
