row_label_raw,row_label_full,col_0,Không chịu lãi triệu đồng,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Không chịu lãi triệu đồng,numeric__Trên 3 tháng triệu đồng,numeric__Đến 3 tháng triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3 tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12 tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),31.427.618,7.816,-,-,-,-,-,-,-,31.435.434,31427618.0,7816.0,,,,,,,,31435434.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,54.904.921,9.499.797,3.627.123,420.913.373,265.086.809,204.484.322,60.742.867,57.276.841,29.411.976,1.105.948.029,54904921.0,9499797.0,3627123.0,420913373.0,265086809.0,204484322.0,60742867.0,57276841.0,29411976.0,1105948029.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,-,8.266.800,4.076.260,979.053,1.884.786,-,-,15.206.899,,,,8266800.0,4076260.0,979053.0,1884786.0,,,15206899.0
Tiền gửi và vay từ TCTD khác,Nợ phải trả > Tiền gửi và vay từ TCTD khác,Tiền gửi và vay từ TCTD khác,-,-,-,75.052.598,30.571.661,9.510.114,24.216,176,-,115.158.765,,,,75052598.0,30571661.0,9510114.0,24216.0,176.0,,115158765.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,-,124.244.182,169.460.152,162.449.734,176.415.566,120.305.321,60.383,752.935.338,,,,124244182.0,169460152.0,162449734.0,176415566.0,120305321.0,60383.0,752935338.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,-,-,-,3.623.617,-,2.740.541,-,6.364.158,,,,,,3623617.0,,2740541.0,,6364158.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,1.773,-,-,4.200.000,18.300.000,-,22.501.773,,,,1773.0,,,4200000.0,18300000.0,,22501773.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),118.787.062,-,-,-,-,-,-,-,-,118.787.062,118787062.0,,,,,,,,,118787062.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,118.787.062,-,-,207.565.353,204.108.073,176.562.518,182.524.568,141.346.038,60.383,1.030.953.995,118787062.0,,,207565353.0,204108073.0,176562518.0,182524568.0,141346038.0,60383.0,1030953995.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,(63.882.141),9.499.797,3.627.123,213.348.020,60.978.736,27.921.804,(121.781.701),(84.069.197),29.351.593,74.994.034,-63882141.0,9499797.0,3627123.0,213348020.0,60978736.0,27921804.0,-121781701.0,-84069197.0,29351593.0,74994034.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng) > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",(63.882.141),9.499.797,3.627.123,213.348.020,60.978.736,27.921.804,(121.781.701),(84.069.197),29.351.593,74.994.034,-63882141.0,9499797.0,3627123.0,213348020.0,60978736.0,27921804.0,-121781701.0,-84069197.0,29351593.0,74994034.0
