row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
12 (Tăng)/giảm chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 (Tăng)/giảm chi phí trả trước,12 (Tăng)/giảm chi phí trả trước,12 (Tăng)/giảm chi phí trả trước,(335.838.954),13.493.622.391,,-335838954.0,13493622391.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,(3.265.726.202),(6.677.293.187),,-3265726202.0,-6677293187.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,(21.371.107.631),(19.734.974.059),,-21371107631.0,-19734974059.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,114.100.684.190,72.917.744.542,,114100684190.0,72917744542.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21 Tiền chi để mua sắm TSCĐ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chi để mua sắm TSCĐ,21 Tiền chi để mua sắm TSCĐ,21 Tiền chi để mua sắm TSCĐ,(1.637.543.636),(1.578.631.818),,-1637543636.0,-1578631818.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",509.090.904,-,,509090904.0,
23 Tiền chi mua các công cụ nợ của các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chi mua các công cụ nợ của các đơn vị khác,23 Tiền chi mua các công cụ nợ của các đơn vị khác,23 Tiền chi mua các công cụ nợ của các đơn vị khác,(1.000.000.000),(1.000.000.000),,-1000000000.0,-1000000000.0
"24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","24 Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",27.154.634.057,102.556.428.357,,27154634057.0,102556428357.0
25 Tiền chi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,(392.492.736.000),(64.175.634.095),,-392492736000.0,-64175634095.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",178.378.240.000,70.736.030.872,,178378240000.0,70736030872.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,(189.088.314.675),106.538.193.316,,-189088314675.0,106538193316.0
