row_label_raw,row_label_full,col_0,Thuyết minh,2018Triệu đồng,2017Triệu đồng,numeric__Thuyết minh,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Giảm/(Tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Giảm/(Tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,18.509.527,(20.106.145),,18509527.0,-20106145.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,22.893.663,(2.382.952),,22893663.0,-2382952.0
Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,77.402,(253.442),,77402.0,-253442.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(121.021.048),(124.350.615),,-121021048.0,-124350615.0
"Tăng nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Những thay đổi về tài sản hoạt động > Tăng nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Tăng nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(19.068.582),(10.729.849),,-19068582.0,-10729849.0
Tăng khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(777.298),(841.992),,-777298.0,-841992.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,-,-,,,
Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Những thay đổi về nợ phải trả hoạt động > Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước,,16.813.500,3.506.754,,16813500.0,3506754.0
"Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng","Những thay đổi về nợ phải trả hoạt động > Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng","Giảm các khoản tiền gửi, tiền vay các tổ chức tín dụng",,(15.302.110),(3.752.480),,-15302110.0,-3752480.0
Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về nợ phải trả hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,138.994.555,150.738.435,,138994555.0,150738435.0
(Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về nợ phải trả hoạt động > (Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),(Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,(43.947.068),17.096.388,,-43947068.0,17096388.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,573.469,360.767,,573469.0,360767.0
(Giảm)/Tăng khác về công nợ hoạt động,Những thay đổi về nợ phải trả hoạt động > (Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,(2.343.793),84.648,,-2343793.0,84648.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về nợ phải trả hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,23.4,(515),(588),234.0,-515.0,-588.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,22.629.898,35.607.398,,22629898.0,35607398.0
