row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Thời hạn định lại lãi suất,Thời hạn định lại lãi suất_1,Thời hạn định lại lãi suất_2,Thời hạn định lại lãi suất_3,Thời hạn định lại lãi suất_4,Thời hạn định lại lãi suất_5,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Thời hạn định lại lãi suất,numeric__Thời hạn định lại lãi suất_1,numeric__Thời hạn định lại lãi suất_2,numeric__Thời hạn định lại lãi suất_3,numeric__Thời hạn định lại lãi suất_4,numeric__Thời hạn định lại lãi suất_5,numeric__Tổng cộngTriệu đồng
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,105.632.054,21.906.974,34.957.777,13.382.161,-,290.777,176.169.743,,,105632054.0,21906974.0,34957777.0,13382161.0,,290777.0,176169743.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,343.672.719,187.243.727,179.219.251,235.066.080,27.155.928,-,972.357.705,,,343672719.0,187243727.0,179219251.0,235066080.0,27155928.0,,972357705.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,13.604,-,-,-,-,13.604,,,,13604.0,,,,,13604.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,11.474.603,44.994,104.581,172.072,314.137,185.809,12.296.196,,,11474603.0,44994.0,104581.0,172072.0,314137.0,185809.0,12296196.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,1.829.002,1.244.604,2.305.470,8.804.947,9.047.278,16.560.060,39.791.361,,,1829002.0,1244604.0,2305470.0,8804947.0,9047278.0,16560060.0,39791361.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,28.002.436,-,-,-,-,-,-,28.002.436,,28002436.0,,,,,,,28002436.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,28.002.436,462.608.378,210.453.903,216.587.079,257.425.260,36.517.343,17.036.646,1.228.631.045,,28002436.0,462608378.0,210453903.0,216587079.0,257425260.0,36517343.0,17036646.0,1228631045.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,15.536.660,43.139.108,(73.136.148),143.113.041,25.982.385,(165.481.476),34.396.558,46.380.572,69.930.700,15536660.0,43139108.0,-73136148.0,143113041.0,25982385.0,-165481476.0,34396558.0,46380572.0,69930700.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của tài sản và công nợ (ròng) > Mức chênh nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh nhạy cảm với lãi suất nội, ngoại bảng",15.536.660,43.139.108,(73.136.148),143.113.041,25.982.385,(165.481.476),34.396.558,46.380.572,69.930.700,15536660.0,43139108.0,-73136148.0,143113041.0,25982385.0,-165481476.0,34396558.0,46380572.0,69930700.0
