row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Mua hàng và dịch vụ,597.685,2.976.000,,,597685.0,2976000.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Thanh toán tiền hàng,-,3.214.080,,,,3214080.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Doanh thu bán hàng,223.144.928,2.949.500,,,223144928.0,2949500.0
Công ty Anbio,Công ty Anbio,Công ty Anbio,Công ty cùng lãnh đạo chủ chốt,Nhận thanh toán tiền hàng,237.548.554,-,,,237548554.0,
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con (đến ngày 27 tháng 03 năm 2025),Mua hàng hóa dịch vụ,47.081.805.077,57.658.253.552,,,47081805077.0,57658253552.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con (đến ngày 27 tháng 03 năm 2025),Thanh toán tiền hàng và dịch vụ,42.778.743.747,63.951.818.186,,,42778743747.0,63951818186.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết của công ty con (đến ngày 27 tháng 03 năm 2025),Doanh thu bán hàng và cung cấp dịch vụ,17.313.757.904,8.746.388.734,,,17313757904.0,8746388734.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),Thu tiền hàng và dịch vụ,17.116.389.315,16.108.359.204,,,17116389315.0,16108359204.0
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Bên liên quan khác (từ ngày 28 tháng 03 năm 2025),"Chỉ hộ tiền điện, nước",1.257.926.365,4.917.906.998,,,1257926365.0,4917906998.0
Công ty Nhựa Bao bì Vĩnh,Công ty Nhựa Bao bì Vĩnh,Công ty Nhựa Bao bì Vĩnh,Công ty liên kết,Cổ tức được chia,4.703.974.200,4.703.974.200,,,4703974200.0,4703974200.0
Công ty Nhựa Bao bì Vĩnh,Công ty Nhựa Bao bì Vĩnh,Công ty Nhựa Bao bì Vĩnh,Công ty liên kết,Nhận tiền cổ tức,4.703.974.200,4.703.974.200,,,4703974200.0,4703974200.0
