row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 Triệu đồng,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 Triệu đồng,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 Triệu đồng,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 Triệu đồng
11 Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > 11 Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,11 Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,16.286,(53.259),,16286.0,-53259.0
12 Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > 12 Tăng các khoản cho vay khách hàng,12 Tăng các khoản cho vay khách hàng,,(96.954.898),(80.300.268),,-96954898.0,-80300268.0
"13 Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản","Những thay đổi về tài sản hoạt động > 13 Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản","13 Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản",8.8,(599.765),(282.645),88.0,-599765.0,-282645.0
14 Giảm/(tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > 14 Giảm/(tăng) khác về tài sản hoạt động,14 Giảm/(tăng) khác về tài sản hoạt động,,95.279,(14.619.081),,95279.0,-14619081.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15 Giảm các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > 15 Giảm các khoản nợ Chính phủ và NHNN,15 Giảm các khoản nợ Chính phủ và NHNN,,(11.156),(10.794.668),,-11156.0,-10794668.0
16 (Giảm)/tăng các khoản tiền gửi và vay các TCTD khác,Những thay đổi về công nợ hoạt động > 16 (Giảm)/tăng các khoản tiền gửi và vay các TCTD khác,16 (Giảm)/tăng các khoản tiền gửi và vay các TCTD khác,,(12.095.724),20.973.944,,-12095724.0,20973944.0
17 Tăng tiền gửi của khách hàng,Những thay đổi về công nợ hoạt động > 17 Tăng tiền gửi của khách hàng,17 Tăng tiền gửi của khách hàng,,66.727.277,154.980.714,,66727277.0,154980714.0
18 Tăng phát hành giấy tờ có giá,Những thay đổi về công nợ hoạt động > 18 Tăng phát hành giấy tờ có giá,18 Tăng phát hành giấy tờ có giá,,30.372.596,4.513.508,,30372596.0,4513508.0
"19 Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > 19 Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19 Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(22.686),(49.026),,-22686.0,-49026.0
20 Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về công nợ hoạt động > 20 Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20 Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,,(164.660),,,-164660.0
21 Tăng khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > 21 Tăng khác về công nợ hoạt động,21 Tăng khác về công nợ hoạt động,,2.773.638,2.317.343,,2773638.0,2317343.0
22 Chi từ các quỹ của TCTD,Những thay đổi về công nợ hoạt động > 22 Chi từ các quỹ của TCTD,22 Chi từ các quỹ của TCTD,,(18.159),(30.315),,-18159.0,-30315.0
LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,Những thay đổi về công nợ hoạt động > LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,,8.504.868,79.972.377,,8504868.0,79972377.0
