row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,985.963,-,-,19.773,572.271,1.578.007,,,985963.0,,,19773.0,572271.0,1578007.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,43.891,-,1.187.171,2.251.607,1.479.698,756.295,459.714,6.178.376,43891.0,,1187171.0,2251607.0,1479698.0,756295.0,459714.0,6178376.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.320.578,968.539,46.837.415,24.935.222,53.753.283,38.737.621,41.872.519,208.425.177,1320578.0,968539.0,46837415.0,24935222.0,53753283.0,38737621.0,41872519.0,208425177.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ phải trả > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,7.753.312,56,7.652,125.235,25.628,7.911.883,,,7753312.0,56.0,7652.0,125235.0,25628.0,7911883.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,35.063.032,1.960.800,-,2.319.000,115.950,39.458.782,,,35063032.0,1960800.0,,2319000.0,115950.0,39458782.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,45.959.886,21.455.629,55.685.754,5.047.892,2.118,128.151.279,,,45959886.0,21455629.0,55685754.0,5047892.0,2118.0,128151279.0
"Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,-,691,-,3.044.975,3.045.666,,,,,691.0,,3044975.0,3045666.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,232.000,-,-,6.500.000,2.500.000,9.232.000,,,232000.0,,,6500000.0,2500000.0,9232000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,978.132,644.580,1.696.256,70.941,94.717,3.484.626,,,978132.0,644580.0,1696256.0,70941.0,94717.0,3484626.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,89.986.362,24.061.065,57.390.353,14.063.068,5.783.388,191.284.236,,,89986362.0,24061065.0,57390353.0,14063068.0,5783388.0,191284236.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.320.578,968.539,(43.148.947),874.157,(3.637.070),24.674.553,36.089.131,17.140.941,1320578.0,968539.0,-43148947.0,874157.0,-3637070.0,24674553.0,36089131.0,17140941.0
