row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị ghi sổ VND,31/12/2023 > Dự phòng VND,01/01/2023 > Giá trị ghi sổ VND,01/01/2023 > Dự phòng VND,numeric__31/12/2023 > Giá trị ghi sổ VND,numeric__31/12/2023 > Dự phòng VND,numeric__01/01/2023 > Giá trị ghi sổ VND,numeric__01/01/2023 > Dự phòng VND
Ký quỹ thực hiện dự án (4),Ký quỹ thực hiện dự án (4),Ký quỹ thực hiện dự án (4),21.500.000.000,-,21.500.000.000,-,21500000000.0,,21500000000.0,
Ký quỹ môi giới bất động sản,Ký quỹ môi giới bất động sản,Ký quỹ môi giới bất động sản,50.559.028.310,-,87.594.201.603,-,50559028310.0,,87594201603.0,
- Công ty Cổ phần Tập đoàn Bất động sản T&T (5),- Công ty Cổ phần Tập đoàn Bất động sản T&T (5),- Công ty Cổ phần Tập đoàn Bất động sản T&T (5),36.009.360.160,-,76.416.275.475,-,36009360160.0,,76416275475.0,
- Công ty Cổ phần Bất động sản T&T Homes,- Công ty Cổ phần Bất động sản T&T Homes,- Công ty Cổ phần Bất động sản T&T Homes,5.679.668.150,-,8.577.926.128,-,5679668150.0,,8577926128.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,8.870.000.000,-,2.600.000.000,-,8870000000.0,,2600000000.0,
Ký quỹ ký cược khác,Ký quỹ ký cược khác,Ký quỹ ký cược khác,51.000.000,-,91.648.850,-,51000000.0,,91648850.0,
Đặt cọc tiền thuê văn phòng,Đặt cọc tiền thuê văn phòng,Đặt cọc tiền thuê văn phòng,2.203.695.000,-,2.754.641.550,-,2203695000.0,,2754641550.0,
Công ty TNHH Giao Hường Xanh (6),Công ty TNHH Giao Hường Xanh (6),Công ty TNHH Giao Hường Xanh (6),440.000.000.000,-,800.000.000.000,-,440000000000.0,,800000000000.0,
Công ty Cổ phần Bất động sản Khải Minh Land (7),Công ty Cổ phần Bất động sản Khải Minh Land (7),Công ty Cổ phần Bất động sản Khải Minh Land (7),1.844.000.000.000,-,1.534.000.000.000,-,1844000000000.0,,1534000000000.0,
Công ty TNHH Cộng Đồng Môi Giới (8),Công ty TNHH Cộng Đồng Môi Giới (8),Công ty TNHH Cộng Đồng Môi Giới (8),-,-,773.000.000.000,-,,,773000000000.0,
Công ty TNHH Đầu tư Phát triển Solution (9),Công ty TNHH Đầu tư Phát triển Solution (9),Công ty TNHH Đầu tư Phát triển Solution (9),940.000.000.000,-,940.000.000.000,-,940000000000.0,,940000000000.0,
Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu (10),Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu (10),Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu (10),500.000.000.000,-,-,-,500000000000.0,,,
Cộng,Cộng,Cộng,4.807.122.088.300,-,4.891.587.017.139,-,4807122088300.0,,4891587017139.0,
