row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2020,Đơn vị tính: VND01/01/2020,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020,numeric__Đơn vị tính: VND01/01/2020
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,V.7.,256.640.994.303,451.809.337.898,141.0,,256640994303.0,451809337898.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,7.645.598.760,5.334.747.003,150.0,,7645598760.0,5334747003.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.12.,7.645.598.760,5.334.747.003,151.0,,7645598760.0,5334747003.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,2.488.610.685.638,2.612.001.415.211,200.0,,2488610685638.0,2612001415211.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.692.084.000,1.692.084.000,210.0,,1692084000.0,1692084000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,V.6.,1.692.084.000,1.692.084.000,216.0,,1692084000.0,1692084000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,26.295.448.311,29.656.569.828,220.0,,26295448311.0,29656569828.0
1. TSCĐ hữu hình,1. TSCĐ hữu hình,1. TSCĐ hữu hình,221,V.8.,25.974.970.270,28.988.977.839,221.0,,25974970270.0,28988977839.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,43.391.461.465,44.379.964.011,222.0,,43391461465.0,44379964011.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(17.416.491.195),(15.390.986.172),223.0,,-17416491195.0,-15390986172.0
2. TSCĐ vô hình,2. TSCĐ vô hình,2. TSCĐ vô hình,227,V.9.,320.478.041,667.591.989,227.0,,320478041.0,667591989.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.884.471.346,1.884.471.346,228.0,,1884471346.0,1884471346.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(1.563.993.305),(1.216.879.357),229.0,,-1563993305.0,-1216879357.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.10.,179.506.934.323,188.097.456.875,230.0,,179506934323.0,188097456875.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,225.108.875.092,228.516.443.092,231.0,,225108875092.0,228516443092.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(45.601.940.769),(40.418.986.217),232.0,,-45601940769.0,-40418986217.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,V.11.,18.239.646.600,4.231.047.327,240.0,,18239646600.0,4231047327.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,18.239.646.600,4.231.047.327,242.0,,18239646600.0,4231047327.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,V.2.,2.255.878.050.516,2.380.292.447.613,250.0,,2255878050516.0,2380292447613.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,2.402.802.729.014,2.419.452.729.014,251.0,,2402802729014.0,2419452729014.0
2. Dự phòng đầu tư tài chính dài hạn,2. Dự phòng đầu tư tài chính dài hạn,2. Dự phòng đầu tư tài chính dài hạn,254,,(146.924.678.498),(39.160.281.401),254.0,,-146924678498.0,-39160281401.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,6.998.521.888,8.031.809.568,260.0,,6998521888.0,8031809568.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.12.,6.998.521.888,8.031.809.568,261.0,,6998521888.0,8031809568.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,3.577.158.105.687,3.561.785.665.087,270.0,,3577158105687.0,3561785665087.0
