row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,,(267.496.751.992),1.945.505.092.769,,-267496751992.0,1945505092769.0
Tăng các khoản về kinh doanh chứng khoán,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(11.008.827.893.127),(12.338.249.152.057),,-11008827893127.0,-12338249152057.0
(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(60.218.702.620),5.214.837.167,,-60218702620.0,5214837167.0
Tăng các khoản cho vay khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(12.423.513.872.301),(18.537.145.094.431),,-12423513872301.0,-18537145094431.0
Giảm nguồn dự phòng để bù đắp tổn thất,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để bù đắp tổn thất,Giảm nguồn dự phòng để bù đắp tổn thất,11,(821.923.486.855),(1.048.585.006.124),11.0,-821923486855.0,-1048585006124.0
Tăng khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(2.838.268.138.944),(2.491.952.011.813),,-2838268138944.0,-2491952011813.0
Những thay đổi về công nợ hoạt độngGiảm các khoản nợ Chính phủ và NHNN,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt độngGiảm các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt độngGiảm các khoản nợ Chính phủ và NHNN,,(21.583.349.032),(18.066.016.177),,-21583349032.0,-18066016177.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,9.200.303.611.852,4.468.855.008.937,,9200303611852.0,4468855008937.0
Tăng tiền gửi của khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,11.508.468.598.828,18.103.303.737.208,,11508468598828.0,18103303737208.0
Tăng phát hành giấy tờ có giá,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,6.294.087.500.000,4.569.996.517.793,,6294087500000.0,4569996517793.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,60.982.125.407,306.967.407.228,,60982125407.0,306967407228.0
Tăng khác về công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,195.531.163.820,637.871.562.922,,195531163820.0,637871562922.0
Chi từ các quỹ của tổ chức tín dụng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của tổ chức tín dụng,Chi từ các quỹ của tổ chức tín dụng,23,(7.141.333.333),(2.439.800.000),23.0,-7141333333.0,-2439800000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,5.550.574.251.681,681.111.750.122,,5550574251681.0,681111750122.0
