row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
,,,- Giá trị hao mòn lũy kế,229,,(42.401.140.019),(39.566.565.521),,229.0,,-42401140019.0,-39566565521.0
III.,III.,III.,Bất động sản đầu tư,230,5.11,19.534.563.982,19.919.394.142,,230.0,511.0,19534563982.0,19919394142.0
1.,1.,1.,Nguyên giá,231,,31.302.629.053,31.302.629.053,,231.0,,31302629053.0,31302629053.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(11.768.065.071),(11.383.234.911),,232.0,,-11768065071.0,-11383234911.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,13.016.372.750,11.160.499.202,,240.0,,13016372750.0,11160499202.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,13.016.372.750,11.160.499.202,,242.0,513.0,13016372750.0,11160499202.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,726.605.112.498,726.967.472.022,,250.0,514.0,726605112498.0,726967472022.0
1.,1.,1.,Đầu tư vào công ty coni,251,,948.495.140.276,948.495.140.276,,251.0,,948495140276.0,948495140276.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,128.076.362.236,128.076.362.236,,252.0,,128076362236.0,128076362236.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,104.494.843.499,104.494.843.499,,253.0,,104494843499.0,104494843499.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(454.461.233.513),(454.098.873.989),,254.0,,-454461233513.0,-454098873989.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,144.681.561.570,146.390.746.864,,260.0,,144681561570.0,146390746864.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.8,144.681.561.570,146.390.746.864,,261.0,58.0,144681561570.0,146390746864.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,4.491.482.332.371,4.344.351.253.609,,270.0,,4491482332371.0,4344351253609.0
