row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty cổ phần Tasco Auto Sài Gòn,- Công ty cổ phần Tasco Auto Sài Gòn,- Công ty cổ phần Tasco Auto Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"48,45%","86,00%",,,0.48450000000000004,0.86
- Công ty TNHH Ô tô thể thao Anh Quốc,- Công ty TNHH Ô tô thể thao Anh Quốc,- Công ty TNHH Ô tô thể thao Anh Quốc,Hà Nội,Dịch vụ thương mại,"94,87%","100,00%",,,0.9487000000000001,1.0
- Công ty cổ phần G-Lynk Hải Dương,- Công ty cổ phần G-Lynk Hải Dương,- Công ty cổ phần G-Lynk Hải Dương,Hải Phòng,Dịch vụ thương mại,"24,59%","75,00%",,,0.2459,0.75
- Công ty TNHH MTV AG-25,- Công ty TNHH MTV AG-25,- Công ty TNHH MTV AG-25,An Giang,Dịch vụ thương mại,"32,84%","100,00%",,,0.3284,1.0
- Công ty cổ phần Geely An Giang,- Công ty cổ phần Geely An Giang,- Công ty cổ phần Geely An Giang,An Giang,Dịch vụ thương mại,"24,63%","75,00%",,,0.2463,0.75
- Công ty TNHH Tasco Auto Miền Nam,- Công ty TNHH Tasco Auto Miền Nam,- Công ty TNHH Tasco Auto Miền Nam,Hồ Chí Minh,Dịch vụ thương mại,"94,87%","100,00%",,,0.9487000000000001,1.0
- Công ty TNHH Tasco Auto Cần Thơ,- Công ty TNHH Tasco Auto Cần Thơ,- Công ty TNHH Tasco Auto Cần Thơ,Cần Thơ,Dịch vụ thương mại,"73,94%","100,00%",,,0.7394,1.0
- Công ty TNHH VETC RSA,- Công ty TNHH VETC RSA,- Công ty TNHH VETC RSA,Hà Nội,Dịch vụ thương mại,"65,79%","100,00%",,,0.6579,1.0
- Công ty TNHH Carpla Auto Parts,- Công ty TNHH Carpla Auto Parts,- Công ty TNHH Carpla Auto Parts,Hồ Chí Minh,Dịch vụ thương mại,"65,79%","100,00%",,,0.6579,1.0
- Công ty TNHH Tasco Auto An Giang,- Công ty TNHH Tasco Auto An Giang,- Công ty TNHH Tasco Auto An Giang,An Giang,Dịch vụ thương mại,"71,53%","100,00%",,,0.7153,1.0
- Công ty TNHH Tasco Auto Bình Thuận,- Công ty TNHH Tasco Auto Bình Thuận,- Công ty TNHH Tasco Auto Bình Thuận,Lâm Đồng,Dịch vụ thương mại,"71,26%","100,00%",,,0.7126,1.0
- Công ty TNHH Great Auto,- Công ty TNHH Great Auto,- Công ty TNHH Great Auto,Hồ Chí Minh,Dịch vụ thương mại,"94,87%","100,00%",,,0.9487000000000001,1.0
- Công ty cổ phần Sản xuất xe ô tô Tasco,- Công ty cổ phần Sản xuất xe ô tô Tasco,- Công ty cổ phần Sản xuất xe ô tô Tasco,Hưng Yên,Sản xuất xe có động cơ,"94,78%","99,90%",,,0.9478,0.9990000000000001
- Công ty cổ phần DNP Holding,- Công ty cổ phần DNP Holding,- Công ty cổ phần DNP Holding,Đồng Nai,Dịch vụ thương mại,"57,23%","57,23%",,,0.5722999999999999,0.5722999999999999
- Công ty cổ phần Nhựa Đồng Nai,- Công ty cổ phần Nhựa Đồng Nai,- Công ty cổ phần Nhựa Đồng Nai,Đà Nẵng,Sản xuất và kinh doanh ống nước,"56,85%","99,33%",,,0.5685,0.9933
- Công ty cổ phần Tân Phú Việt Nam,- Công ty cổ phần Tân Phú Việt Nam,- Công ty cổ phần Tân Phú Việt Nam,Hồ Chí Minh,Sản xuất và kinh doanh nhựa,"30,15%","52,68%",,,0.3015,0.5268
- Công ty cổ phần Đầu tư ngành nước DNP,- Công ty cổ phần Đầu tư ngành nước DNP,- Công ty cổ phần Đầu tư ngành nước DNP,Bắc Ninh,Đầu tư ngành nước,"29,27%","51,15%",,,0.2927,0.5115
- Công ty cổ phần CMC,- Công ty cổ phần CMC,- Công ty cổ phần CMC,Phú Thọ,"Sản xuất, kinh doanh gạch","29,27%","51,14%",,,0.2927,0.5114
- Công ty cổ phần Sản xuất và Thương mại DNP,- Công ty cổ phần Sản xuất và Thương mại DNP,- Công ty cổ phần Sản xuất và Thương mại DNP,Hồ Chí Minh,Sản xuất và kinh doanh nhựa,"42,92%","100,00%",,,0.4292,1.0
- Công ty TNHH Đầu tư Hạ tầng nước DNP - Bắc Giang,- Công ty TNHH Đầu tư Hạ tầng nước DNP - Bắc Giang,- Công ty TNHH Đầu tư Hạ tầng nước DNP - Bắc Giang,Bắc Ninh,Sản xuất và kinh doanh nước sạch,"27,20%","100,00%",,,0.272,1.0
- Công ty cổ phần Sản xuất Kinh doanh nước sạch số 3 Hà Nội,- Công ty cổ phần Sản xuất Kinh doanh nước sạch số 3 Hà Nội,- Công ty cổ phần Sản xuất Kinh doanh nước sạch số 3 Hà Nội,Hà Nội,Sản xuất và kinh doanh nước sạch,"25,99%","89,24%",,,0.25989999999999996,0.8924
- Công ty cổ phần Bình Hiệp,- Công ty cổ phần Bình Hiệp,- Công ty cổ phần Bình Hiệp,Lâm Đồng,Sản xuất và kinh doanh nước sạch,"25,73%","97,04%",,,0.25730000000000003,0.9704
- Công ty cổ phần Cấp thoát nước Bình Thuận,- Công ty cổ phần Cấp thoát nước Bình Thuận,- Công ty cổ phần Cấp thoát nước Bình Thuận,Lâm Đồng,Sản xuất và kinh doanh nước sạch,"16,76%","57,26%",,,0.16760000000000003,0.5726
- Công ty cổ phần Nhà máy Nước Đồng Tâm,- Công ty cổ phần Nhà máy Nước Đồng Tâm,- Công ty cổ phần Nhà máy Nước Đồng Tâm,Đồng Tháp,Sản xuất và kinh doanh nước sạch,"15,42%","52,68%",,,0.1542,0.5268
