row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Cho vay,50.000.000.000,-,,,50000000000.0,
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Thu hồi gốc vay,50.000.000.000,-,,,50000000000.0,
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Doanh thu bán hàng và cung cấp dịch vụ,151.471.805.518,36.793.269.521,,,151471805518.0,36793269521.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Mua hàng hóa dịch vụ,2.117.529.543,32.347.442.208,,,2117529543.0,32347442208.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Góp vốn,227.235.300.000,-,,,227235300000.0,
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con (kể từ ngày 15 tháng 4 năm 2021),Đặt cọc,-,108.851.500.000,,,,108851500000.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,1.009.270.454,1.059.973.544,,,1009270454.0,1059973544.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Mua hàng hóa dịch vụ,247.809.862.648,62.886.094.155,,,247809862648.0,62886094155.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Trả gốc vay,10.000.000.000,-,,,10000000000.0,
Công ty Ankor Bioplastics,Công ty Ankor Bioplastics,Công ty Ankor Bioplastics,Công ty có cùng lãnh đạo chủ chốt,Doanh thu bán hàng và cung cấp dịch vụ,7.430.624.000,-,,,7430624000.0,
Công ty Ankor Bioplastics,Công ty Ankor Bioplastics,Công ty Ankor Bioplastics,Công ty có cùng lãnh đạo chủ chốt,Mua hàng hóa dịch vụ,197.104.640,4.861.766.515,,,197104640.0,4861766515.0
"Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")","Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")","Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")",Công ty cùng Tập đoàn,Doanh thu bán hàng và cung cấp dịch vụ,153.993.677.591,-,,,153993677591.0,
"Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")","Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")","Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")",Công ty cùng Tập đoàn,Cho vay,30.000.000.000,-,,,30000000000.0,
"Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")","Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")","Công ty Cổ phần Vật liệu Xây dựng Công nghệ cao An Cường (""Công ty An Cường"")",Công ty cùng Tập đoàn,Thu tiền về cho vay,30.000.000.000,-,,,30000000000.0,
