row_label_raw,row_label_full,col_0,Giá gốc/Số có khả năng trả nợ,Giá gốc/Số có khả năng trả nợ_1,numeric__Giá gốc/Số có khả năng trả nợ,numeric__Giá gốc/Số có khả năng trả nợ_1
Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,Công ty Cổ phần Thương mại Bia Sài Gòn Nam Trung Bộ,118.339.194.478,201.408.227.798,118339194478.0,201408227798.0
Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,Công ty Cổ phần Thương mại Bia Sài Gòn Sông Hậu,112.866.961.434,204.862.638.545,112866961434.0,204862638545.0
Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,Công ty Cổ phần Thương mại Bia Sài Gòn Đông Bắc,111.753.096.045,115.432.247.629,111753096045.0,115432247629.0
Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,71.100.997.760,35.167.612.347,71100997760.0,35167612347.0
Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Các công ty con > Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,Công ty Cổ phần Thương mại Bia Sài Gòn Miền Trung,68.395.874.096,131.885.422.776,68395874096.0,131885422776.0
Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,Các công ty con > Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,Công ty TNHH Một Thành viên Bia Sài Gòn - Sóc Trăng,49.295.616.625,30.860.506.280,49295616625.0,30860506280.0
Công ty Cổ phần Bia Sài Gòn - Sông Lam,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Sông Lam,Công ty Cổ phần Bia Sài Gòn - Sông Lam,41.496.087.134,38.028.310.220,41496087134.0,38028310220.0
Công ty Cổ phần Bia Sài Gòn - Hà Nội,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Hà Nội,Công ty Cổ phần Bia Sài Gòn - Hà Nội,29.759.879.640,30.154.831.787,29759879640.0,30154831787.0
Công ty Cổ phần Bao bì Bia Sài Gòn,Các công ty con > Công ty Cổ phần Bao bì Bia Sài Gòn,Công ty Cổ phần Bao bì Bia Sài Gòn,29.425.782.060,25.676.533.419,29425782060.0,25676533419.0
Công ty TNHH Một Thành viên Bia Sài Gòn - Hà Tĩnh,Các công ty con > Công ty TNHH Một Thành viên Bia Sài Gòn - Hà Tĩnh,Công ty TNHH Một Thành viên Bia Sài Gòn - Hà Tĩnh,26.015.219.445,60.566.782.793,26015219445.0,60566782793.0
Công ty Cổ phần Bia Sài Gòn - Miền Tây,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Miền Tây,Công ty Cổ phần Bia Sài Gòn - Miền Tây,14.158.378.311,12.933.508.940,14158378311.0,12933508940.0
Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Các công ty con > Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,11.272.782.616,4.052.627.385,11272782616.0,4052627385.0
"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","Các công ty con > Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",5.996.954.300,8.706.522.400,5996954300.0,8706522400.0
Công ty TNHH Một Thành viên Thương mại Bia Sài Gòn,Các công ty con > Công ty TNHH Một Thành viên Thương mại Bia Sài Gòn,Công ty TNHH Một Thành viên Thương mại Bia Sài Gòn,5.468.940.333,2.493.315.131,5468940333.0,2493315131.0
Công ty TNHH Một Thành viên Cơ khí Sa Be Co,Các công ty con > Công ty TNHH Một Thành viên Cơ khí Sa Be Co,Công ty TNHH Một Thành viên Cơ khí Sa Be Co,4.435.466.576,8.753.746.610,4435466576.0,8753746610.0
Công ty Cổ phần Nước Giải Khát Chương Dương,Các công ty con > Công ty Cổ phần Nước Giải Khát Chương Dương,Công ty Cổ phần Nước Giải Khát Chương Dương,615.988.069,1.047.621.104,615988069.0,1047621104.0
