row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND,numeric__31.12.2019VND,numeric__31.12.2018VND
Ngân hàng TMCP Tiên Phong (xii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (xii),Ngân hàng TMCP Tiên Phong (xii),60.000.000.000,-,60000000000.0,
Ngân hàng TMCP Kỹ Thương Việt Nam,Loại phát hành bằng mệnh giá > Ngân hàng TMCP Kỹ Thương Việt Nam,Ngân hàng TMCP Kỹ Thương Việt Nam,-,1.500.000.000.000,,1500000000000.0
Ngân hàng TNHH Indovina,Loại phát hành bằng mệnh giá > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,-,1.050.000.000.000,,1050000000000.0
Công ty TNHH Chứng khoán Kỹ thương,Loại phát hành bằng mệnh giá > Công ty TNHH Chứng khoán Kỹ thương,Công ty TNHH Chứng khoán Kỹ thương,-,750.000.000.000,,750000000000.0
Ngân hàng TMCP Quân đội - Chi nhánh Bắc Sài Gòn,Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân đội - Chi nhánh Bắc Sài Gòn,Ngân hàng TMCP Quân đội - Chi nhánh Bắc Sài Gòn,-,500.000.000.000,,500000000000.0
Công ty Cổ phần Chứng khoán MB,Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,-,400.000.000.000,,400000000000.0
Công ty Cổ phần Chứng khoán IB,Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,-,346.840.000.000,,346840000000.0
,,,2.576.900.000.000,5.041.840.000.000,2576900000000.0,5041840000000.0
,,,31.12.2019VND,31.12.2018VND,,
Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,,
Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,Loại phát hành bằng mệnh giá,,
The Bank of New York Mellon - Chi nhánh London (vii),Loại phát hành bằng mệnh giá > The Bank of New York Mellon - Chi nhánh London (vii),The Bank of New York Mellon - Chi nhánh London (vii),5.549.580.000.000,5.555.555.000.000,5549580000000.0,5555555000000.0
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (viii),1.159.100.000.000,1.000.000.000.000,1159100000000.0,1000000000000.0
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (iii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (iii),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (iii),1.100.000.000.000,-,1100000000000.0,
Ngân hàng TMCP Tiên Phong (i),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (i),Ngân hàng TMCP Tiên Phong (i),700.000.000.000,1.500.000.000.000,700000000000.0,1500000000000.0
Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (ix),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (ix),Ngân hàng TMCP Quân Đội - Chi nhánh Bắc Sài Gòn (ix),600.000.000.000,-,600000000000.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (x),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (x),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (x),500.000.000.000,-,500000000000.0,
Công ty Cổ phần Chứng khoán MB (xi),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán MB (xi),Công ty Cổ phần Chứng khoán MB (xi),410.000.000.000,-,410000000000.0,
Ngân hàng TMCP Tiên Phong (xii),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Tiên Phong (xii),Ngân hàng TMCP Tiên Phong (xii),140.000.000.000,-,140000000000.0,
Công ty Cổ phần Chứng khoán Agribank (xiii),Loại phát hành bằng mệnh giá > Công ty Cổ phần Chứng khoán Agribank (xiii),Công ty Cổ phần Chứng khoán Agribank (xiii),200.000.000.000,-,200000000000.0,
Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh TP.HCM (v),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh TP.HCM (v),Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh TP.HCM (v),-,146.000.000.000,,146000000000.0
Ngân hàng TMCP Quân đội (xiv),Loại phát hành bằng mệnh giá > Ngân hàng TMCP Quân đội (xiv),Ngân hàng TMCP Quân đội (xiv),-,400.000.000.000,,400000000000.0
Tập đoàn Bảo Việt (iv),Loại phát hành bằng mệnh giá > Tập đoàn Bảo Việt (iv),Tập đoàn Bảo Việt (iv),-,200.000.000.000,,200000000000.0
,,,10.358.680.000.000,8.801.555.000.000,10358680000000.0,8801555000000.0
