row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Giảm hàng tồn kho,2.487.766.869.299,170.559.217.745,,2487766869299.0,170559217745.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng/(giảm) các khoản phải trả,937.271.650.485,(4.266.634.953.316),,937271650485.0,-4266634953316.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Giảm chi phí trả trước,119.120.886.872,65.351.414.972,,119120886872.0,65351414972.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(2.649.633.213.153),(1.793.232.461.571),,-2649633213153.0,-1793232461571.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,(971.247.780.944),(647.084.574.232),,-971247780944.0,-647084574232.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,3.076.463.904.217,574.695.197.312,,3076463904217.0,574695197312.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",(383.243.115.853),(170.397.994.908),,-383243115853.0,-170397994908.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,Tiền thu từ thanh lý tài sản dài hạn,11.199.068.191,44.855.532.242,,11199068191.0,44855532242.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(1.109.336.844.946),(699.653.602.882),,-1109336844946.0,-699653602882.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khácđơn vị khác",460.664.701.169,2.997.627.188.115,,460664701169.0,2997627188115.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,(14.398.343.074.655),(9.232.241.493.214),,-14398343074655.0,-9232241493214.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,1.716.435.250.550,834.105.774.717,,1716435250550.0,834105774717.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi tiền gửi, lãi cho vay, cổ tức và lợi nhuận được chia",296.593.687.515,364.583.371.093,,296593687515.0,364583371093.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(13.406.030.328.029),(5.861.121.224.837),,-13406030328029.0,-5861121224837.0
