row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2024 triệu đồng,31/12/2023 triệu đồng,numeric__Thuyết minh,numeric__31/12/2024 triệu đồng,numeric__31/12/2023 triệu đồng
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.3,(483.083),(475.458),133.0,-483083.0,-475458.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,609.477,615.785,14.0,609477.0,615785.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.1,775.670,779.587,141.0,775670.0,779587.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,14.2,(166.193),(163.802),142.0,-166193.0,-163802.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,5.430.416,4.854.186,,5430416.0,4854186.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,3.750.696,3.194.404,15.0,3750696.0,3194404.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,9.014.672,7.732.608,,9014672.0,7732608.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(5.263.976),(4.538.204),,-5263976.0,-4538204.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16,1.679.720,1.659.782,16.0,1679720.0,1659782.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,4.976.669,4.196.144,,4976669.0,4196144.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(3.296.949),(2.536.362),,-3296949.0,-2536362.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,17,234.115,240.294,17.0,234115.0,240294.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,260.415,260.415,,260415.0,260415.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(26.300),(20.121),,-26300.0,-20121.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,28.998.487,29.218.094,,28998487.0,29218094.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,18.1,14.360.628,14.289.084,181.0,14360628.0,14289084.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",18.2,8.918.622,8.668.557,182.0,8918622.0,8668557.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,38.912,28.710,,38912.0,28710.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,18.3,5.873.749,6.406.669,183.0,5873749.0,6406669.0
- Trong đó: Lợi thế thương mại,TÀI SẢN > - Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,19,9.523,19.045,19.0,9523.0,19045.0
Dự phòng rủi ro cho các tài sản,Dự phòng rủi ro cho các tài sản,Dự phòng rủi ro cho các tài sản,,,,,,
Có nội bảng khác,Dự phòng rủi ro cho các tài sản > Có nội bảng khác,Có nội bảng khác,18.4,(193.424),(174.926),184.0,-193424.0,-174926.0
TỔNG TÀI SẢN,Dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.128.801.062,944.953.640,,1128801062.0,944953640.0
