row_label_raw,row_label_full,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_1,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_2,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_3,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_4,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_5,CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_6,numeric__CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_1,numeric__CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_2,numeric__CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_3,numeric__CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_4,numeric__CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_5,numeric__CÁC KHOĂN ĐẦU TƯ TÀI CHÍNH_6
Đầu tư vào công ty con,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty con,Đầu tư vào công ty con,753.690.409.800,,(17.239.392.390),560.070.719.800,,(5.452.470.093),753690409800.0,,-17239392390.0,560070719800.0,,-5452470093.0
+ Công ty TNHH Dũng Thịnh Phát (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Dũng Thịnh Phát (*),+ Công ty TNHH Dũng Thịnh Phát (*),33.000.000.000,,,33.000.000.000,,,33000000000.0,,,33000000000.0,,
+ Công ty CP Du Lịch Đồng Tháp (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Du Lịch Đồng Tháp (*),+ Công ty CP Du Lịch Đồng Tháp (*),45.391.109.800,,,45.391.109.800,,,45391109800.0,,,45391109800.0,,
+ Công ty CP Phú Hùng Phú Quốc (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Phú Hùng Phú Quốc (*),+ Công ty CP Phú Hùng Phú Quốc (*),335.073.000.000,,(1.362.258.570),335.073.000.000,,(1.378.818.694),335073000000.0,,-1362258570.0,335073000000.0,,-1378818694.0
+ Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),+ Công ty CP ĐT TC & Truyền Thông Quốc Tế (*),11.510.000.000,,(4.036.396.965),11.510.000.000,,(4.073.651.399),11510000000.0,,-4036396965.0,11510000000.0,,-4073651399.0
+ Công ty CP Du Lịch An Giang (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Du Lịch An Giang (*),+ Công ty CP Du Lịch An Giang (*),135.096.610.000,,(11.840.736.855),135.096.610.000,,,135096610000.0,,-11840736855.0,135096610000.0,,
+ Công ty CP Nhụt Hồng (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Nhụt Hồng (*),+ Công ty CP Nhụt Hồng (*),167.991.740.000,,,,,,167991740000.0,,,,,
+ Công ty TNHH Sao Mai Super Feed (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Sao Mai Super Feed (*),+ Công ty TNHH Sao Mai Super Feed (*),19.489.500.000,,,,,,19489500000.0,,,,,
+ Công ty TNHH TM Sao Mai Solar (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH TM Sao Mai Solar (*),+ Công ty TNHH TM Sao Mai Solar (*),6.138.450.000,,,,,,6138450000.0,,,,,
Đầu tư Công ty liên doanh liên kết,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư Công ty liên doanh liên kết,Đầu tư Công ty liên doanh liên kết,693.608.460.000,791.944.795.800,,693.608.460.000,291.806.686.020,,693608460000.0,791944795800.0,,693608460000.0,291806686020.0,
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,693.608.460.000,791.944.795.800,,693.608.460.000,291.806.686.020,,693608460000.0,791944795800.0,,693608460000.0,291806686020.0,
Đầu tư vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,25.660.000.000,34.350.000.000,(1.495.242.779),40.060.000.000,34.350.000.000,(2.031.126.510),25660000000.0,34350000000.0,-1495242779.0,40060000000.0,34350000000.0,-2031126510.0
+ Công ty CP Tư vấn và Đầu tư Tài chính (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Tư vấn và Đầu tư Tài chính (*),+ Công ty CP Tư vấn và Đầu tư Tài chính (*),8.660.000.000,,(26.236.624),8.060.000.000,,(31.126.510),8660000000.0,,-26236624.0,8060000000.0,,-31126510.0
+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,15.000.000.000,34.350.000.000,,15.000.000.000,34.350.000.000,,15000000000.0,34350000000.0,,15000000000.0,34350000000.0,
+ Công ty CP Nhụt Hồng (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Nhụt Hồng (*),+ Công ty CP Nhụt Hồng (*),,,,15.000.000.000,,,,,,15000000000.0,,
+ Công ty CP Bóng Đá Đồng Tháp (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty CP Bóng Đá Đồng Tháp (*),+ Công ty CP Bóng Đá Đồng Tháp (*),2.000.000.000,,(1.469.006.155),2.000.000.000,,(2.000.000.000),2000000000.0,,-1469006155.0,2000000000.0,,-2000000000.0
Cộng,c) Đầu tư góp vốn vào đơn vị khác > Cộng,Cộng,1.472.958.869.800,826.294.795.800,(18.734.635.169),1.293.739.179.800,326.156.686.020,(7.483.596.603),1472958869800.0,826294795800.0,-18734635169.0,1293739179800.0,326156686020.0,-7483596603.0
