row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2018 (số liệu đã trình bày),Điều chỉnh,Ngày 31 tháng 12 năm 2018 (trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2018 (số liệu đã trình bày),numeric__Điều chỉnh,numeric__Ngày 31 tháng 12 năm 2018 (trình bày lại)
223,223,223,Giá trị hao mòn lũy kế,,(1.223.955.163.453),1.765.023.278,(1.222.190.140.175),,,-1223955163453.0,1765023278.0,-1222190140175.0
227,227,227,2. Tài sản cố định vô hình,44.7.2,762.336.750.271,(2.658.517.682),759.678.232.589,,4472.0,762336750271.0,-2658517682.0,759678232589.0
228,228,228,Nguyễn giá,,1.143.005.020.210,(353.170.000),1.142.651.850.210,,,1143005020210.0,-353170000.0,1142651850210.0
229,229,229,Giá trị hao mòn lũy kế,,(380.668.269.939),(2.305.347.682),(382.973.617.621),,,-380668269939.0,-2305347682.0,-382973617621.0
250,250,250,V. Đầu tư tài chính dài hạn,44.8,40.997.386.093.646,9.285.201.009,41.006.671.294.655,,448.0,40997386093646.0,9285201009.0,41006671294655.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,44.8.1,367.843.361.221,19.862.500.000,387.705.861.221,,4481.0,367843361221.0,19862500000.0,387705861221.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,44.8.2,(35.996.167.223),(10.577.298.991),(46.573.466.214),,4482.0,-35996167223.0,-10577298991.0,-46573466214.0
260,260,260,VI. Tài sản dài hạn khác,,430.126.652.124,207.497.733,430.334.149.857,,,430126652124.0,207497733.0,430334149857.0
261,261,261,1. Chi phí trả trước dài hạn,44.9,358.928.028.251,207.497.733,359.135.525.984,,449.0,358928028251.0,207497733.0,359135525984.0
270,270,270,TỔNG CỘNG TÀI SẢN,,113.154.728.758.546,20.026.695.517,113.174.765.454.063,,,113154728758546.0,20026695517.0,113174765454063.0
