row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty TNHH Toyota Lý Thường Kiệt,"Công ty liên doanh, liên kết > - Công ty TNHH Toyota Lý Thường Kiệt",- Công ty TNHH Toyota Lý Thường Kiệt,Hồ Chí Minh,Dịch vụ thương mại,"18,93%","35,00%",,,0.1893,0.35
- Công ty cổ phần Đầu tư Savico,"Công ty liên doanh, liên kết > - Công ty cổ phần Đầu tư Savico",- Công ty cổ phần Đầu tư Savico,Hồ Chí Minh,Kính doanh bất động sản,"21,64%","40,00%",,,0.2164,0.4
- Công ty CP Đầu tư Thương mại Dịch vụ Ô tô Nam Sài Gòn,"Công ty liên doanh, liên kết > - Công ty CP Đầu tư Thương mại Dịch vụ Ô tô Nam Sài Gòn",- Công ty CP Đầu tư Thương mại Dịch vụ Ô tô Nam Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"8,45%","30,00%",,,0.08449999999999999,0.3
- Công ty cổ phần Dịch vụ Ô tô Bình Thuận,"Công ty liên doanh, liên kết > - Công ty cổ phần Dịch vụ Ô tô Bình Thuận",- Công ty cổ phần Dịch vụ Ô tô Bình Thuận,Bình Thuận,Dịch vụ thương mại,"14,08%","50,00%",,,0.1408,0.5
- Công ty cổ phần Ô tô Bến Thành Tây Ninh,"Công ty liên doanh, liên kết > - Công ty cổ phần Ô tô Bến Thành Tây Ninh",- Công ty cổ phần Ô tô Bến Thành Tây Ninh,Tây Ninh,Dịch vụ thương mại,"7,32%","50,00%",,,0.0732,0.5
- Công ty TNHH Savico Quảng Nam,"Công ty liên doanh, liên kết > - Công ty TNHH Savico Quảng Nam",- Công ty TNHH Savico Quảng Nam,Quảng Nam,Dịch vụ thương mại,"18,93%","50,00%",,,0.1893,0.5
- Công ty cổ phần Dịch vụ Sài Gòn Ô tô Gia Định,"Công ty liên doanh, liên kết > - Công ty cổ phần Dịch vụ Sài Gòn Ô tô Gia Định",- Công ty cổ phần Dịch vụ Sài Gòn Ô tô Gia Định,Hồ Chí Minh,Dịch vụ thương mại,"9,86%","35,00%",,,0.0986,0.35
- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Sài Gòn Phú Lâm,"Công ty liên doanh, liên kết > - Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Sài Gòn Phú Lâm",- Công ty cổ phần Đầu tư Thương mại Dịch vụ Ô tô Sài Gòn Phú Lâm,Hồ Chí Minh,Dịch vụ thương mại,"14,08%","50,00%",,,0.1408,0.5
- Công ty cổ phần GreenLynk Automotives,"Công ty liên doanh, liên kết > - Công ty cổ phần GreenLynk Automotives",- Công ty cổ phần GreenLynk Automotives,Hồ Chí Minh,Dịch vụ thương mại,"19,63%","36,00%",,,0.1963,0.36
- Công ty cổ phần Đầu tư Tri thức Tương Lai,"Công ty liên doanh, liên kết > - Công ty cổ phần Đầu tư Tri thức Tương Lai",- Công ty cổ phần Đầu tư Tri thức Tương Lai,Hà Nội,Kinh doanh BDS và giáo dục,"25,49%","47,13%",,,0.25489999999999996,0.47130000000000005
