row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty TNHH MTV Ô tô Sơn Trà,- Công ty TNHH MTV Ô tô Sơn Trà,- Công ty TNHH MTV Ô tô Sơn Trà,Đà Nẵng,Dịch vụ thương mại,"19,31%","100,00%",,,0.1931,1.0
- Công ty cổ phần Ô tô Đại Thịnh,- Công ty cổ phần Ô tô Đại Thịnh,- Công ty cổ phần Ô tô Đại Thịnh,Đà Nẵng,Dịch vụ thương mại,"30,29%","80,00%",,,0.3029,0.8
- Công ty cổ phần Toyota Ninh Bình,- Công ty cổ phần Toyota Ninh Bình,- Công ty cổ phần Toyota Ninh Bình,Ninh Bình,Dịch vụ thương mại,"17,65%","51,00%",,,0.1765,0.51
- Công ty cổ phần Ô tô Sài Gòn Long An,- Công ty cổ phần Ô tô Sài Gòn Long An,- Công ty cổ phần Ô tô Sài Gòn Long An,Long An,Dịch vụ thương mại,"7,46%","51,00%",,,0.0746,0.51
- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,- Công ty cổ phần Ô tô Sài Gòn Tây Ninh,Tây Ninh,Dịch vụ thương mại,"12,90%","65,00%",,,0.129,0.65
- Công ty TNHH Savico Thanh Hóa,- Công ty TNHH Savico Thanh Hóa,- Công ty TNHH Savico Thanh Hóa,Thanh Hóa,Dịch vụ thương mại,"34,56%","51,00%",,,0.3456,0.51
- Công ty TNHH Ô tô Đà Nẵng,- Công ty TNHH Ô tô Đà Nẵng,- Công ty TNHH Ô tô Đà Nẵng,Đà Nẵng,Dịch vụ thương mại,"18,93%","55,00%",,,0.1893,0.55
- Công ty TNHH Ô tô Quảng Nam,- Công ty TNHH Ô tô Quảng Nam,- Công ty TNHH Ô tô Quảng Nam,Quảng Nam,Dịch vụ thương mại,"18,93%","100,00%",,,0.1893,1.0
- Công ty cổ phần Ô tô Âu Việt,- Công ty cổ phần Ô tô Âu Việt,- Công ty cổ phần Ô tô Âu Việt,Đà Nẵng,Dịch vụ thương mại,"17,11%","51,00%",,,0.1711,0.51
- Công ty TNHH MTV DVTM đầu tư Ô tô Kiên Giang,- Công ty TNHH MTV DVTM đầu tư Ô tô Kiên Giang,- Công ty TNHH MTV DVTM đầu tư Ô tô Kiên Giang,Kiên Giang,Dịch vụ thương mại,"37,86%","100,00%",,,0.3786,1.0
