row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND(phân loại lại),numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND(phân loại lại)
- Tăng các khoản cho vay,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng các khoản cho vay,- Tăng các khoản cho vay,33,,(921.489.986.899),(470.288.596.328),33.0,,-921489986899.0,-470288596328.0
- (Tăng)/giảm TSTC AFS,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Tăng)/giảm TSTC AFS,- (Tăng)/giảm TSTC AFS,34,,(111.017.652.175),78.497.509.450,34.0,,-111017652175.0,78497509450.0
- Tăng phải thu bán các TSTC,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng phải thu bán các TSTC,- Tăng phải thu bán các TSTC,35,,(12.600.000.000),-,35.0,,-12600000000.0,
"- Tăng phải thu và dự thu cổ tức, tiền lãi các TSTC","I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng phải thu và dự thu cổ tức, tiền lãi các TSTC","- Tăng phải thu và dự thu cổ tức, tiền lãi các TSTC",36,,(6.390.102.184),(732.484.714),36.0,,-6390102184.0,-732484714.0
- Giảm các khoản phải thu các dịch vụ CTCK cung cấp,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm các khoản phải thu các dịch vụ CTCK cung cấp,- Giảm các khoản phải thu các dịch vụ CTCK cung cấp,37,,34.194.832.791,67.104.815.293,37.0,,34194832791.0,67104815293.0
- Giảm/(tăng) các khoản phải thu khác,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm/(tăng) các khoản phải thu khác,- Giảm/(tăng) các khoản phải thu khác,39,,4.735.843.604,(14.452.038.722),39.0,,4735843604.0,-14452038722.0
- Tăng các tài sản khác,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng các tài sản khác,- Tăng các tài sản khác,40,,(10.594.081.029),(12.728.637.028),40.0,,-10594081029.0,-12728637028.0
- Tăng chi phí phải trả (không bao gồm chi phí lãi vay),I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng chi phí phải trả (không bao gồm chi phí lãi vay),- Tăng chi phí phải trả (không bao gồm chi phí lãi vay),41,,67.320.472.400,29.959.065.937,41.0,,67320472400.0,29959065937.0
- Giảm chi phí trả trước,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm chi phí trả trước,- Giảm chi phí trả trước,42,,2.768.707.050,4.912.400.896,42.0,,2768707050.0,4912400896.0
- Lãi vay đã trả,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi vay đã trả,- Lãi vay đã trả,44,,(54.657.720.433),(32.617.420.213),44.0,,-54657720433.0,-32617420213.0
- (Giảm)/tăng phải trả cho người bán,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Giảm)/tăng phải trả cho người bán,- (Giảm)/tăng phải trả cho người bán,45,,(268.740.365),1.200.709.815,45.0,,-268740365.0,1200709815.0
- Tăng các khoản trích nộp phúc lợi nhân viên,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng các khoản trích nộp phúc lợi nhân viên,- Tăng các khoản trích nộp phúc lợi nhân viên,46,,176.496.175,600.508.725,46.0,,176496175.0,600508725.0
- Tăng/(giảm) thuế và các khoản phải nộp Nhà nước (không bao gồm thuế TNDN đã nộp),I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng/(giảm) thuế và các khoản phải nộp Nhà nước (không bao gồm thuế TNDN đã nộp),- Tăng/(giảm) thuế và các khoản phải nộp Nhà nước (không bao gồm thuế TNDN đã nộp),47,,2.697.704.798,(1.692.531.813),47.0,,2697704798.0,-1692531813.0
- Giảm phải trả người lao động,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm phải trả người lao động,- Giảm phải trả người lao động,48,,(127.479.796),(406.897.334),48.0,,-127479796.0,-406897334.0
"- Tăng/(giảm) phải trả, phải nộp khác","I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng/(giảm) phải trả, phải nộp khác","- Tăng/(giảm) phải trả, phải nộp khác",50,,879.277.574.310,(38.981.808.046),50.0,,879277574310.0,-38981808046.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,60,,(12.508.419.218),(246.054.132.028),60.0,,-12508419218.0,-246054132028.0
