row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(555.484.436.785),(466.349.274.224),,-555484436785.0,-466349274224.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(20.648.525.024),(104.164.881.917),,-20648525024.0,-104164881917.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,83.185.174.755,1.507.741.471.093,,83185174755.0,1507741471093.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
21 Tiền chi đề mua sắm TSCĐ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chi đề mua sắm TSCĐ,21 Tiền chi đề mua sắm TSCĐ,,(90.406.299.690),(83.115.434.103),,-90406299690.0,-83115434103.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",,3.181.818,2.289.295.529,,3181818.0,2289295529.0
23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,23 Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,,(1.120.070.000.000),(2.240.100.000.000),,-1120070000000.0,-2240100000000.0
24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,24 Tiền thu hồi cho vay và tiền gửi ngân hàng có kỳ hạn,,960.000.000.000,1.680.000.000.000,,960000000000.0,1680000000000.0
25 Tiền chi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(3.980.000.000),,,-3980000000.0
"27 Tiền thu lãi tiền gửi, lãi cho vay","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi tiền gửi, lãi cho vay","27 Tiền thu lãi tiền gửi, lãi cho vay",,39.436.141.188,66.432.820.820,,39436141188.0,66432820820.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(211.036.976.684),(578.473.317.754),,-211036976684.0,-578473317754.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31 Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31 Tiền thu từ phát hành cổ phiếu,31 Tiền thu từ phát hành cổ phiếu,,67.243.920.000,-,,67243920000.0,
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,,6.788.859.495.016,8.159.472.964.689,,6788859495016.0,8159472964689.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,,(5.831.605.732.949),(8.458.230.585.768),,-5831605732949.0,-8458230585768.0
36 Tiền chi trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền chi trả cổ tức,36 Tiền chi trả cổ tức,,(671.681.829.760),(615.443.389.700),,-671681829760.0,-615443389700.0
40 Lưu chuyển thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển thuần từ hoạt động tài chính,40 Lưu chuyển thuần từ hoạt động tài chính,,352.815.852.307,(914.201.010.779),,352815852307.0,-914201010779.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,224.964.050.378,15.067.142.560,,224964050378.0,15067142560.0
60 Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và các khoản tương đương tiền đầu năm,60 Tiền và các khoản tương đương tiền đầu năm,3,896.147.917.336,879.548.130.711,3.0,896147917336.0,879548130711.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,1.600.424.416,1.532.644.065,,1600424416.0,1532644065.0
70 Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và các khoản tương đương tiền cuối năm,70 Tiền và các khoản tương đương tiền cuối năm,3,1.122.712.392.130,896.147.917.336,3.0,1122712392130.0,896147917336.0
