row_label_raw,row_label_full,Tên công ty,31/12/2018 > Hạch toán theo vốn chủ sở hữu VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > Dự phòng VND,1/1/2018 > Hạch toán theo vốn chủ sở hữu VND,1/1/2018 > Giá trị hợp lý VND,1/1/2018 > Dự phòng VND,numeric__31/12/2018 > Hạch toán theo vốn chủ sở hữu VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > Dự phòng VND,numeric__1/1/2018 > Hạch toán theo vốn chủ sở hữu VND,numeric__1/1/2018 > Giá trị hợp lý VND,numeric__1/1/2018 > Dự phòng VND
Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,Công ty TNHH Sản xuất Rượu và Cồn Việt Nam,24.135.767.100,(*),(24.135.767.100),19.988.792.554,(*),(19.988.792.554),24135767100.0,,-24135767100.0,19988792554.0,,-19988792554.0
Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,473.240.164.300,(*),-,326.779.406.443,(*),-,473240164300.0,,,326779406443.0,,
Công ty Cổ phần Bia Sài Gòn – Miền Trung,Công ty Cổ phần Bia Sài Gòn – Miền Trung,Công ty Cổ phần Bia Sài Gòn – Miền Trung,151.198.862.177,(*),-,150.263.429.620,(*),-,151198862177.0,,,150263429620.0,,
Công ty TNHH Đầu tư Thương mại Tân Thành,Công ty TNHH Đầu tư Thương mại Tân Thành,Công ty TNHH Đầu tư Thương mại Tân Thành,69.888.052.736,(*),-,69.681.606.168,(*),-,69888052736.0,,,69681606168.0,,
Công ty Cổ phần Bia Sài Gòn – Bạc Liêu,Công ty Cổ phần Bia Sài Gòn – Bạc Liêu,Công ty Cổ phần Bia Sài Gòn – Bạc Liêu,39.177.284.776,(*),-,39.376.471.352,(*),-,39177284776.0,,,39376471352.0,,
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,45.161.525.814,(*),-,45.712.379.489,(*),-,45161525814.0,,,45712379489.0,,
Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,Công ty Cổ phần Bia Sài Gòn – Kiên Giang,31.194.049.992,(*),-,27.867.627.428,(*),-,31194049992.0,,,27867627428.0,,
Công ty Cổ phần Bia Sài Gòn – Khánh Hòa,Công ty Cổ phần Bia Sài Gòn – Khánh Hòa,Công ty Cổ phần Bia Sài Gòn – Khánh Hòa,42.000.603.692,(*),-,36.062.036.600,(*),-,42000603692.0,,,36062036600.0,,
Công ty Cổ phần Bia Sài Gòn – Bến Tre,Công ty Cổ phần Bia Sài Gòn – Bến Tre,Công ty Cổ phần Bia Sài Gòn – Bến Tre,18.907.847.457,(*),-,20.000.000.000,(*),-,18907847457.0,,,20000000000.0,,
Công ty Cổ phần Bia Sài Gòn – Lâm Đồng,Công ty Cổ phần Bia Sài Gòn – Lâm Đồng,Công ty Cổ phần Bia Sài Gòn – Lâm Đồng,20.000.000.000,(*),-,20.000.000.000,(*),-,20000000000.0,,,20000000000.0,,
,,,1.800.203.395.934,,(24.135.767.100),1.747.121.088.747,,(19.988.792.554),1800203395934.0,,-24135767100.0,1747121088747.0,,-19988792554.0
