row_label_raw,row_label_full,Bên liên quan (tiếp theo),Nội dung nghiệp vụ,Giá trị giao dịch(VND),numeric__Nội dung nghiệp vụ,numeric__Giá trị giao dịch(VND)
+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,,,,
+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính > + Công ty Cổ phần Tư vấn và Đầu tư Tài chính,+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,Tư vấn thiết kế,25.822.578.353,,25822578353.0
+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính > + Công ty Cổ phần Tư vấn và Đầu tư Tài chính,+ Công ty Cổ phần Tư vấn và Đầu tư Tài chính,Hoàn trả nền bến xe Châu Đốc,8.032.320.000,,8032320000.0
+ Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng,,,,
+ Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng > + Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng,Bảo hiểm,91.492.000,,91492000.0
+ Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng > + Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng,ASM chi giùm tiền đầu cá Cán bộ nhân viên,4.930.000,,4930000.0
+ Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng > + Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng,Thi công xây dựng khu dân cư Cà Mau,40.553.360.000,,40553360000.0
+ Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng > + Công ty Cổ phần Nhụt Hồng,+ Công ty Cổ phần Nhụt Hồng,Phí môi giới bất động sản,10.461.655.000,,10461655000.0
+Cty CP Điện Mặt Trời EUROPLAST Long An,+Cty CP Điện Mặt Trời EUROPLAST Long An,+Cty CP Điện Mặt Trời EUROPLAST Long An,,,,
+Cty CP Điện Mặt Trời EUROPLAST Long An,+Cty CP Điện Mặt Trời EUROPLAST Long An > +Cty CP Điện Mặt Trời EUROPLAST Long An,+Cty CP Điện Mặt Trời EUROPLAST Long An,"Cho thuê giám sát, quản lý vận hành nhà máy điện mặt trời",6.688.939.697,,6688939697.0
