row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty liên kết,"Bán vật tư, bao bi",107.968.370.275,103.905.759.220,,,107968370275.0,103905759220.0
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty liên kết,Thu nhập cổ tức,-,-,,,,
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty liên kết,Cho thuê hệ thống chiết bia,-,2.166.304.800,,,,2166304800.0
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty liên kết,Doanh thu khác,2.402.070.391,2.179.944.800,,,2402070391.0,2179944800.0
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty liên kết,Phí sử dụng vô chai,-,1.470.364.506,,,,1470364506.0
Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty liên kết,Mua thành phẩm,1.065.835.361.517,918.695.618.760,,,1065835361517.0,918695618760.0
Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty liên kết,"Bán vật tư, bao bi",417.305.672.478,368.354.665.355,,,417305672478.0,368354665355.0
Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty liên kết,Thu nhập cổ tức,2.970.000.000,8.910.000.000,,,2970000000.0,8910000000.0
Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty liên kết,"Mua vật tư, bao bi",-,352.466.725,,,,352466725.0
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty liên kết,Mua thành phẩm,1.004.725.647.050,983.121.050.350,,,1004725647050.0,983121050350.0
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty liên kết,"Bán vật tư, bao bi",265.027.999.771,307.681.848.812,,,265027999771.0,307681848812.0
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty liên kết,Thu nhập khác,3.201.716.196,4.398.527.251,,,3201716196.0,4398527251.0
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty liên kết,Thu nhập cổ tức,6.000.000.000,6.000.000.000,,,6000000000.0,6000000000.0
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty liên kết,"Mua vật tư, bao bi",-,348.804.000,,,,348804000.0
Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu > Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty Cổ phần Bia Sài Gòn – Vĩnh Long,Công ty liên kết,Phí sử dụng vô chai,-,951.412.327,,,,951412327.0
