row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Tăng các khoản cho vay khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(25.046.204.474.079),(17.751.836.724.170),,-25046204474079.0,-17751836724170.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",11,(703.276.451.916),(601.301.819.126),11.0,-703276451916.0,-601301819126.0
Tăng khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(1.764.971.222.754),(644.342.834.574),,-1764971222754.0,-644342834574.0
Những thay đổi về công nợ hoạt động (Giảm)/tăng các khoản nợ Chính phủ và NHNN,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động (Giảm)/tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động (Giảm)/tăng các khoản nợ Chính phủ và NHNN,,(2.500.235.292.044),2.464.022.788.555,,-2500235292044.0,2464022788555.0
"Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD",,8.401.222.337.334,(9.399.381.469.144),,8401222337334.0,-9399381469144.0
Tăng tiền gửi của khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,23.738.758.861.273,3.398.138.768.577,,23738758861273.0,3398138768577.0
Tăng phát hành giấy tờ có giá,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,5.785.587.500.000,9.394.087.500.000,,5785587500000.0,9394087500000.0
"Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,1.189.720.863.332,(1.827.928.447.788),,1189720863332.0,-1827928447788.0
Tăng khác về công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,2.673.727.398.095,1.322.358.148.220,,2673727398095.0,1322358148220.0
Chi từ các quỹ của tổ chức tín dụng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của tổ chức tín dụng,Chi từ các quỹ của tổ chức tín dụng,23,(6.547.777.779),(7.173.752.799),23.0,-6547777779.0,-7173752799.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,16.635.051.970.667,(1.719.059.915.152),,16635051970667.0,-1719059915152.0
