row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác","22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",,6.267.583.694,695.455.501,,6267583694.0,695455501.0
23 Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chi cho vay,23 Tiền chi cho vay,,(18.781.144.524.863),(15.708.007.949.001),,-18781144524863.0,-15708007949001.0
24 Tiền thu hồi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay,24 Tiền thu hồi cho vay,,15.983.987.484.279,21.089.659.713.022,,15983987484279.0,21089659713022.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,789.216.349.682,737.645.144.718,,789216349682.0,737645144718.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(3.838.522.471.910),4.335.635.300.953,,-3838522471910.0,4335635300953.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,,18.638.457.503.278,11.276.674.453.680,,18638457503278.0,11276674453680.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,,(17.822.646.968.309),(15.901.359.188.948),,-17822646968309.0,-15901359188948.0
"36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(1.026.216.008.175),(392.367.226.950),,-1026216008175.0,-392367226950.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,,(210.405.473.206),(5.017.051.962.218),,-210405473206.0,-5017051962218.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(999.370.932.730),1.040.842.350.988,,-999370932730.0,1040842350988.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,1.418.670.415.325,374.929.561.927,3.0,1418670415325.0,374929561927.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,4.684.770.264,2.898.502.410,,4684770264.0,2898502410.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,423.984.252.859,1.418.670.415.325,3.0,423984252859.0,1418670415325.0
