row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Góp vốn,30.000.000.000,-,,,30000000000.0,
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Vay ngắn hạn,19.500.000.000,-,,,19500000000.0,
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Hoàn trả vay ngắn hạn,19.500.000.000,-,,,19500000000.0,
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Cho vay,11.000.000.000,-,,,11000000000.0,
Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty TNHH MTV Hoa Sen Nam Cẩm Nghệ An,Công ty con,Thu tiền cho vay,11.000.000.000,-,,,11000000000.0,
Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty con,Mua hàng,369.443.407.507,-,,,369443407507.0,
Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty con,Bán hàng,295.606.474.461,2.173.587.234,,,295606474461.0,2173587234.0
Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty con,Góp vốn,34.000.000.000,21.000.000.000,,,34000000000.0,21000000000.0
Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty con,Cho vay,6.000.000.000,-,,,6000000000.0,
Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty TNHH MTV Hoa Sen Bình Định,Công ty con,Thu tiền cho vay,6.000.000.000,-,,,6000000000.0,
