row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,1/1/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__1/1/2025 VND
Nguyên giá,Nguyên giá,Nguyên giá,228,,9.480.942.595,4.962.122.903,228.0,,9480942595.0,4962122903.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.847.519.897),(4.719.206.236),229.0,,-4847519897.0,-4719206236.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,7.815.947.042,28.384.673.471,240.0,,7815947042.0,28384673471.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,8,7.815.947.042,28.384.673.471,242.0,8.0,7815947042.0,28384673471.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,22.428.202.077.636,22.428.202.077.636,250.0,,22428202077636.0,22428202077636.0
Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,251,5(b),18.049.365.000.000,18.049.365.000.000,251.0,,18049365000000.0,18049365000000.0
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,252,5(c),4.378.837.077.636,4.378.837.077.636,252.0,,4378837077636.0,4378837077636.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,270.991.086.798,230.254.280.100,260.0,,270991086798.0,230254280100.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,9,270.991.086.798,230.254.280.100,261.0,9.0,270991086798.0,230254280100.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,50.116.414.144.397,52.565.382.625.987,270.0,,50116414144397.0,52565382625987.0
