row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2025 VND,2024 VND,numeric__Tính chất giao dịch,numeric__2025 VND,numeric__2024 VND
"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,239.838.000.000,1.785.262.000.000,,239838000000.0,1785262000000.0
"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,1.751.803.036,50.347.995.924,,1751803036.0,50347995924.0
"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp",Khoản cho vay đã nhận,65.000.000.000,-,,65000000000.0,
"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp",Khoản cho vay đã hoàn trả,65.000.000.000,-,,65000000000.0,
"Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp","Công ty TNHH Khai thác Chế biến Khoáng sản Núi Phảo, công ty con sở hữu gián tiếp",Chi phí lãi vay từ các khoản vay đã nhận,8.904.110,-,,8904110.0,
"Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp",Khoản vay đã nhận,684.435.450.000,-,,684435450000.0,
"Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp",Khoản vay đã hoàn trả,684.435.450.000,-,,684435450000.0,
"Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp",Chi phí lãi vay từ các khoản vay đã nhận,7.361.387.260,-,,7361387260.0,
"Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,265.000.000.000,,,265000000000.0
"Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,865.000.000.000,,,865000000000.0
"Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp","Công ty TNHH Masan Tungsten, công ty con sở hữu gián tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,-,28.091.876.712,,,28091876712.0
"Công ty Cổ phầnMasan MEATLife, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan MEATLife, công ty con sở hữu gián tiếp","Công ty Cổ phầnMasan MEATLife, công ty con sở hữu gián tiếp",Chi phí chia sẻ bởi Công ty,2.944.353.897,-,,2944353897.0,
"Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp",Khoản cho vay đã cấp,-,70.000.000.000,,,70000000000.0
"Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp",Khoản cho vay đã thu hồi,-,70.000.000.000,,,70000000000.0
"Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì HN, công ty con sở hữu gián tiếp",Mua hàng,996.104.397,1.018.718.405,,996104397.0,1018718405.0
"Công ty TNHH MEATDelì Sài Gòn, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì Sài Gòn, công ty con sở hữu gián tiếp","Công ty TNHH MEATDelì Sài Gòn, công ty con sở hữu gián tiếp",Mua hàng,100.672.658,88.072.814,,100672658.0,88072814.0
