row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022triệu đồng,%,Ngày 31 tháng 12năm 2021triệu đồng,%_1,numeric__Ngày 31 tháng 12năm 2022triệu đồng,numeric__%,numeric__Ngày 31 tháng 12năm 2021triệu đồng,numeric__%_1
"Hoạt động tài chính, ngân hàng vàbảo hiểm","Hoạt động tài chính, ngân hàng vàbảo hiểm","Hoạt động tài chính, ngân hàng vàbảo hiểm",7.211.735,"1,65",21.806.591,"6,14",7211735.0,1.65,21806591.0,6.14
Hoạt động kinh doanh bất độngsản,Hoạt động kinh doanh bất độngsản,Hoạt động kinh doanh bất độngsản,67.593.114,"15,42",42.567.227,"11,98",67593114.0,15.42,42567227.0,11.98
"Hoạt động chuyên môn, khoa họcvà công nghệ","Hoạt động chuyên môn, khoa họcvà công nghệ","Hoạt động chuyên môn, khoa họcvà công nghệ",2.533.769,"0,58",766.072,"0,22",2533769.0,0.58,766072.0,0.22
Hoạt động hành chính và dịch vụhỗ trợ,Hoạt động hành chính và dịch vụhỗ trợ,Hoạt động hành chính và dịch vụhỗ trợ,1.392.211,"0,32",944.447,"0,27",1392211.0,0.32,944447.0,0.27
"Hoạt động của Đăng Cộng sản, tổchức chính trị - xã hội, quản lý Nhànước, an ninh quốc phòng; bảoodầm xã hội bắt buộc","Hoạt động của Đăng Cộng sản, tổchức chính trị - xã hội, quản lý Nhànước, an ninh quốc phòng; bảoodầm xã hội bắt buộc","Hoạt động của Đăng Cộng sản, tổchức chính trị - xã hội, quản lý Nhànước, an ninh quốc phòng; bảoodầm xã hội bắt buộc",4.411,"0,00",6.836,"0,00",4411.0,0.0,6836.0,0.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,214.772,"0,05",166.771,"0,05",214772.0,0.05,166771.0,0.05
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,458.645,"0,10",187.843,"0,05",458645.0,0.1,187843.0,0.05
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",1.820.380,"0,42",1.584.563,"0,45",1820380.0,0.42,1584563.0,0.45
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,1.174.612,"0,27",3.513.137,"0,99",1174612.0,0.27,3513137.0,0.99
"Hoạt động làm thuê các công việctrong hộ gia đình, sản xuất sảnphẩm vật chất và dịch vụ tự tièudùng của hộ gia đình","Hoạt động làm thuê các công việctrong hộ gia đình, sản xuất sảnphẩm vật chất và dịch vụ tự tièudùng của hộ gia đình","Hoạt động làm thuê các công việctrong hộ gia đình, sản xuất sảnphẩm vật chất và dịch vụ tự tièudùng của hộ gia đình",153.904.425,"35,10",123.947.317,"34,86",153904425.0,35.1,123947317.0,34.86
"Cho vay cá nhân để mua nhà ở,nhận quyền sử dụng đất để xâynhà ở","Cho vay cá nhân để mua nhà ở,nhận quyền sử dụng đất để xâynhà ở","Cho vay cá nhân để mua nhà ở,nhận quyền sử dụng đất để xâynhà ở",82.922.490,"18,92",54.352.231,"15,30",82922490.0,18.92,54352231.0,15.3
Hoạt động của các tổ chức và cơquan quốc tế,Hoạt động của các tổ chức và cơquan quốc tế,Hoạt động của các tổ chức và cơquan quốc tế,-,-,495,"0,00",,,495.0,0.0
,,,438.338.047,100,355.281.219,100,438338047.0,100.0,355281219.0,100.0
