row_label_raw,row_label_full,CHỈ TIỀU,Mã số TM,2019,2018,numeric__Mã số TM,numeric__2019,numeric__2018
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,20.593.068.876,11.853.593.901,16.0,20593068876.0,11853593901.0
Tiền chi khác cho hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(49.872.665.557),(26.001.656.224),17.0,-49872665557.0,-26001656224.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,2.378.515.174.261,2.720.407.772.530,20.0,2378515174261.0,2720407772530.0
LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng TSCĐ và TS DH khác","LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng TSCĐ và TS DH khác","Tiền chi mua sắm, xây dựng TSCĐ và TS DH khác",21,(149.192.731.802),(78.794.995.955),21.0,-149192731802.0,-78794995955.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác",22,87.277.000,-,22.0,87277000.0,
Tiền chi đầu tư góp vốn vào đơn vị khác,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào đơn vị khác,Tiền chi đầu tư góp vốn vào đơn vị khác,25,-,(128.813.773.880),25.0,,-128813773880.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,-,,26.0,,
"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,27.037.500.000,25.919.961.891,27.0,27037500000.0,25919961891.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(122.067.954.802),(181.688.807.944),30.0,-122067954802.0,-181688807944.0
LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
Tiền thu từ đi vay,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33 7.1,3.136.665.353.288,2.807.731.033.101,,3136665353288.0,2807731033101.0
Tiền trả nợ gốc vay,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34 7.2,(5.086.164.427.613),(4.874.769.295.902),,-5086164427613.0,-4874769295902.0
"Cổ tức, lợi nhuận đã trả cho chủ sở hữu","LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(373.341.294.000),(203.883.492.000),36.0,-373341294000.0,-203883492000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(2.322.840.368.325),(2.270.921.754.801),40.0,-2322840368325.0,-2270921754801.0
LƯỢU CHUYÊN TIỀN THUẢN TRONG KỸ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > LƯỢU CHUYÊN TIỀN THUẢN TRONG KỸ,LƯỢU CHUYÊN TIỀN THUẢN TRONG KỸ,50,(66.393.148.866),267.797.209.785,50.0,-66393148866.0,267797209785.0
Tiền và tương đương tiền đầu kỳ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,60,371.544.949.314,103.747.498.151,60.0,371544949314.0,103747498151.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,33.836,241.378,61.0,33836.0,241378.0
Tiền và tương đương tiền cuối kỳ,LƯỢU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TẢI CHÍNH > Tiền và tương đương tiền cuối kỳ,Tiền và tương đương tiền cuối kỳ,70,305.151.834.284,371.544.949.314,70.0,305151834284.0,371544949314.0
