row_label_raw,row_label_full,CHỈ TIỀU,Mã số,TM,Năm 2022,Năm 2021,numeric__Mã số,numeric__TM,numeric__Năm 2022,numeric__Năm 2021
"Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản: > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,65.028.826.293,(75.192.635.181),9.0,,65028826293.0,-75192635181.0
"Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản: > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,1.228.623.920,98.685.550,10.0,,1228623920.0,98685550.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản: > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,21.339.656.258,5.775.162.664,11.0,,21339656258.0,5775162664.0
"Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản: > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,2.149.489.154,57.311.004.633,12.0,,2149489154.0,57311004633.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,-,(359.671.233),14.0,,,-359671233.0
Tiền thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Tiền thuế thu nhập doanh nghiệp đã nộp,Tiền thuế thu nhập doanh nghiệp đã nộp,15,4.14,(9.987.823.030),(26.214.584.291),15.0,414.0,-9987823030.0,-26214584291.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,23.860.000,11.920.000,16.0,,23860000.0,11920000.0
Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(7.714.496.661),(6.929.470.376),17.0,,-7714496661.0,-6929470376.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,60.428.764.039,28.826.125.196,20.0,,60428764039.0,28826125196.0
II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(22.728.396.055),(7.591.266.043),21.0,,-22728396055.0,-7591266043.0
"2. Tiền chỉ cho vay, mua các công cụ nợ của các đơn vị khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền chỉ cho vay, mua các công cụ nợ của các đơn vị khác","2. Tiền chỉ cho vay, mua các công cụ nợ của các đơn vị khác",23,,(1.129.530.000.000),(1.137.088.000.000),23.0,,-1129530000000.0,-1137088000000.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác",24,,1.040.945.000.000,1.313.688.000.000,24.0,,1040945000000.0,1313688000000.0
4. Tiền chỉ đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền chỉ đầu tư góp vốn vào đơn vị khác,4. Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,,-,(192.977.300.000),25.0,,,-192977300000.0
"5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","5. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,545.378.439.302,367.893.499.547,27.0,,545378439302.0,367893499547.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,434.065.043.247,343.924.933.504,30.0,,434065043247.0,343924933504.0
