row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5,numeric__Tổng
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,5.229.416,-,-,-,-,-,-,-,-,5.229.416,5229416.0,,,,,,,,,5229416.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),25.894.918,41.726,-,774.229,2.533.798,3.255.168,3.540.830,-,-,36.040.669,25894918.0,41726.0,,774229.0,2533798.0,3255168.0,3540830.0,,,36040669.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,87.793.607,13.822.687,8.518.218,200.291.341,246.798.729,31.537.970,15.163.793,11.992.777,24.178.934,640.098.056,87793607.0,13822687.0,8518218.0,200291341.0,246798729.0,31537970.0,15163793.0,11992777.0,24178934.0,640098056.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,-,10.077,78.485,1.245.096,-,-,1.333.658,,,,,10077.0,78485.0,1245096.0,,,1333658.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,-,49.306.398,12.595.279,3.989.749,4.404.159,469.548,1.161,70.766.294,,,,49306398.0,12595279.0,3989749.0,4404159.0,469548.0,1161.0,70766294.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,-,103.210.130,91.013.525,114.846.899,80.670.976,57.761.765,131,447.503.426,,,,103210130.0,91013525.0,114846899.0,80670976.0,57761765.0,131.0,447503426.0
Các công cụ tài chính phái sinh và các tài sản tài chính khác (*),Nợ phải trả > Các công cụ tài chính phái sinh và các tài sản tài chính khác (*),Các công cụ tài chính phái sinh và các tài sản tài chính khác (*),97.152,-,-,-,-,-,-,-,-,97.152,97152.0,,,,,,,,,97152.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,1.768,37.324,51.557,345.232,597.774,577.580,1.611.235,,,,1768.0,37324.0,51557.0,345232.0,597774.0,577580.0,1611235.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,4.994.764,8.815.984,11.092.093,15.470.771,15,2.448.100,42.821.727,,,,4994764.0,8815984.0,11092093.0,15470771.0,15.0,2448100.0,42821727.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),16.268.913,,,-,-,-,-,-,-,16.268.913,16268913.0,,,,,,,,,16268913.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,16.366.065,-,-,157.513.060,112.472.189,130.058.783,102.136.234,58.829.102,3.026.972,580.402.405,16366065.0,,,157513060.0,112472189.0,130058783.0,102136234.0,58829102.0,3026972.0,580402405.0
