row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nayVND,Năm trướcVND,numeric__CHỈ TIÊU,numeric__Năm nayVND,numeric__Năm trướcVND
13.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(4.465.088),(2.907.739),,-4465088.0,-2907739.0
14.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,Giảm/(Tăng) khác về tài sản hoạt động,7.167.447,(7.011.932),,7167447.0,-7011932.0
,,,Những thay đối về công nợ hoạt động,76.314.211,34.087.949,,76314211.0,34087949.0
15.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,(Giảm)/Tăng các khoản nợ chính phủ và NHNN,(8.381.535),8.204.210,,-8381535.0,8204210.0
16.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",(7.517.641),(1.448.614),,-7517641.0,-1448614.0
17.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Tăng tiền gửi của khách hàng,85.827.834,34.478.765,,85827834.0,34478765.0
18.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,Giảm/(Tăng) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),6.381.519,(9.851.906),,6381519.0,-9851906.0
19.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"(Tăng) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(4.370),(3.336.565),,-4370.0,-3336565.0
20.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,97.152,-,,97152.0,
21.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,(Tăng)/Giảm khác về công nợ hoạt động,(88.748),6.042.059,,-88748.0,6042059.0
I.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,40.770.417,(2.263.194),,40770417.0,-2263194.0
