row_label_raw,row_label_full,col_0,31/12/2017,01/01/2017(Đã điều chỉnh),numeric__31/12/2017,numeric__01/01/2017(Đã điều chỉnh)
- Dự án Khu đô thị Yên Phong,- Dự án Khu đô thị Yên Phong,- Dự án Khu đô thị Yên Phong,10.689.394.058,39.074.833.112,10689394058.0,39074833112.0
- Dự án Đầu tư Xây dựng hạ tầng Kỹ thuật Khu nhà Công nhân Khu công nghiệp Yên Phong,- Dự án Đầu tư Xây dựng hạ tầng Kỹ thuật Khu nhà Công nhân Khu công nghiệp Yên Phong,- Dự án Đầu tư Xây dựng hạ tầng Kỹ thuật Khu nhà Công nhân Khu công nghiệp Yên Phong,13.454.618.773,-,13454618773.0,
- Khu công nghiệp Tiên Sơn - Bắc Ninh giai đoạn I và II,- Khu công nghiệp Tiên Sơn - Bắc Ninh giai đoạn I và II,- Khu công nghiệp Tiên Sơn - Bắc Ninh giai đoạn I và II,13.492.063.600,13.430.073.600,13492063600.0,13430073600.0
- Đường vào tổ hợp Samsung - Khu công nghiệp Yên Phong,- Đường vào tổ hợp Samsung - Khu công nghiệp Yên Phong,- Đường vào tổ hợp Samsung - Khu công nghiệp Yên Phong,5.900.567.454,50.000.000,5900567454.0,50000000.0
- Dự án Khu chung cư và dịch vụ Khu công nghiệp Yên Phong,- Dự án Khu chung cư và dịch vụ Khu công nghiệp Yên Phong,- Dự án Khu chung cư và dịch vụ Khu công nghiệp Yên Phong,2.499.341.394,2.481.159.575,2499341394.0,2481159575.0
- Dự án cung cấp nước sạch 20.000 m3 Yên Phong mở rộng,- Dự án cung cấp nước sạch 20.000 m3 Yên Phong mở rộng,- Dự án cung cấp nước sạch 20.000 m3 Yên Phong mở rộng,4.701.601.182,-,4701601182.0,
- Dự án Trạm xử lý nước thải 15.000m3 Khu công nghiệp Yên Phong I,- Dự án Trạm xử lý nước thải 15.000m3 Khu công nghiệp Yên Phong I,- Dự án Trạm xử lý nước thải 15.000m3 Khu công nghiệp Yên Phong I,-,65.435.802.914,,65435802914.0
- Dự án cải tạo Tỉnh lộ 286,- Dự án cải tạo Tỉnh lộ 286,- Dự án cải tạo Tỉnh lộ 286,-,47.079.284.873,,47079284873.0
- Dự án khu nhà ở và dịch vụ cán bộ Công nhân viên Yên Phong - Nhà OCC2,- Dự án khu nhà ở và dịch vụ cán bộ Công nhân viên Yên Phong - Nhà OCC2,- Dự án khu nhà ở và dịch vụ cán bộ Công nhân viên Yên Phong - Nhà OCC2,-,9.460.289.550,,9460289550.0
- Dự án Khu 28ha Hoành Bồ,- Dự án Khu 28ha Hoành Bồ,- Dự án Khu 28ha Hoành Bồ,-,33.642.634.419,,33642634419.0
- Dự án Tòa nhà hỗn hợp Văn phòng và Nhà ở Đại Mỗ,- Dự án Tòa nhà hỗn hợp Văn phòng và Nhà ở Đại Mỗ,- Dự án Tòa nhà hỗn hợp Văn phòng và Nhà ở Đại Mỗ,-,28.064.278.382,,28064278382.0
"- Công trình xây dựng Nhà ở cho cán bộ, công nhân viên tại xã Đông Lâm","- Công trình xây dựng Nhà ở cho cán bộ, công nhân viên tại xã Đông Lâm","- Công trình xây dựng Nhà ở cho cán bộ, công nhân viên tại xã Đông Lâm",-,10.204.953.464,,10204953464.0
- San lắp kho bãi tại Công ty Cổ phần Viglacera Thăng Long,- San lắp kho bãi tại Công ty Cổ phần Viglacera Thăng Long,- San lắp kho bãi tại Công ty Cổ phần Viglacera Thăng Long,-,9.982.760.603,,9982760603.0
- Chi phí phục vụ dự án Bộ Khoa học Công nghệ,- Chi phí phục vụ dự án Bộ Khoa học Công nghệ,- Chi phí phục vụ dự án Bộ Khoa học Công nghệ,2.942.777.522,7.275.240.239,2942777522.0,7275240239.0
- Hệ gia công nguyên liệu 3 Nhà máy Cotto,- Hệ gia công nguyên liệu 3 Nhà máy Cotto,- Hệ gia công nguyên liệu 3 Nhà máy Cotto,-,5.669.371.818,,5669371818.0
- Chi phí Giai đoạn 2 Nhà máy Clinker,- Chi phí Giai đoạn 2 Nhà máy Clinker,- Chi phí Giai đoạn 2 Nhà máy Clinker,-,5.558.069.229,,5558069229.0
- Công trình Nhà tập thể đối C1 - Nhà máy Gạch Cotto,- Công trình Nhà tập thể đối C1 - Nhà máy Gạch Cotto,- Công trình Nhà tập thể đối C1 - Nhà máy Gạch Cotto,7.869.559.466,-,7869559466.0,
- Các công trình khác,- Các công trình khác,- Các công trình khác,36.113.962.668,29.552.185.062,36113962668.0,29552185062.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,568.707.000,-,568707000.0,
Sửa chữa lớn tài sản cố định,Sửa chữa lớn tài sản cố định,Sửa chữa lớn tài sản cố định,3.210.569.530,2.309.773.065,3210569530.0,2309773065.0
,,,1.446.498.458.445,1.572.554.716.272,1446498458445.0,1572554716272.0
