row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
Tải sản Có khác - gộp,Tải sản > Tải sản Có khác - gộp,Tải sản Có khác - gộp,199.451,301.239,33.781.084,2.696.529,1.970.171,164.228,214.646,39.327.348,199451.0,301239.0,33781084.0,2696529.0,1970171.0,164228.0,214646.0,39327348.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,17.988.931,8.415.108,374.894.391,123.805.813,244.693.769,348.322.574,159.859.724,1.277.980.310,17988931.0,8415108.0,374894391.0,123805813.0,244693769.0,348322574.0,159859724.0,1277980310.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,-,-,13.553,1.752,-,-,-,15.305,,,13553.0,1752.0,,,,15305.0
"Tiền gửi và vay các Tổ chức tài chính, Tổ chức tín dụng khác","Nợ phải trả > Tiền gửi và vay các Tổ chức tài chính, Tổ chức tín dụng khác","Tiền gửi và vay các Tổ chức tài chính, Tổ chức tín dụng khác",-,-,154.049.565,25.226.816,41.156.671,73.976.912,789.555,295.199.519,,,154049565.0,25226816.0,41156671.0,73976912.0,789555.0,295199519.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,183.004.599,148.548.861,287.814.129,8.676.652,375,628.044.616,,,183004599.0,148548861.0,287814129.0,8676652.0,375.0,628044616.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,(204.435),627.804,33.978,386.035,-,843.382,,,-204435.0,627804.0,33978.0,386035.0,,843382.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,214,1.102,3.411,10.135,1.532,16.394,,,214.0,1102.0,3411.0,10135.0,1532.0,16394.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,1.774.159,5.188.339,24.683.275,75.474.880,-,107.120.653,,,1774159.0,5188339.0,24683275.0,75474880.0,,107120653.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,43.640.665,674.764,355.632,3.963.037,-,48.634.098,,,43640665.0,674764.0,355632.0,3963037.0,,48634098.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,382.278.320,180.269.438,354.047.096,162.487.651,791.462,1.079.873.967,,,382278320.0,180269438.0,354047096.0,162487651.0,791462.0,1079873967.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,17.988.931,8.415.108,(7.383.929),(56.463.625),(109.353.327),185.834.923,159.068.262,198.106.343,17988931.0,8415108.0,-7383929.0,-56463625.0,-109353327.0,185834923.0,159068262.0,198106343.0
