row_label_raw,row_label_full,col_0,Mãsố,2018VND,2017VND,numeric__Mãsố,numeric__2018VND,numeric__2017VND
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,2.462.479.394.416,(4.400.662.695.220),10.0,2462479394416.0,-4400662695220.0
Biến động các khoản phải trả vànợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,(2.806.029.381.468),1.802.583.195.293,11.0,-2806029381468.0,1802583195293.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(25.315.825.606),20.787.690.677,12.0,-25315825606.0,20787690677.0
,,,,2.148.886.724.765,(1.640.733.575.185),,2148886724765.0,-1640733575185.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(272.050.015.220),(122.750.611.033),14.0,-272050015220.0,-122750611033.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(314.517.698.576),(442.542.907.880),15.0,-314517698576.0,-442542907880.0
Tiền thu khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu khác cho hoạt động kinh doanh,Tiền thu khác cho hoạt động kinh doanh,16,12.004.405.847,12.547.265.951,16.0,12004405847.0,12547265951.0
Tiền chi khác cho hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(24.225.084.886),(10.056.732.915),17.0,-24225084886.0,-10056732915.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,1.550.098.331.930,(2.203.536.561.062),20.0,1550098331930.0,-2203536561062.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định vàtài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định vàtài sản dài hạn khác,Tiền chi mua sắm tài sản cố định vàtài sản dài hạn khác,21,(58.642.411.362),(82.112.340.997),21.0,-58642411362.0,-82112340997.0
Tiền thu từ thanh lý tài sản cố định vàtài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định vàtài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định vàtài sản dài hạn khác,22,49.199.603,280.562.727,22.0,49199603.0,280562727.0
"Tiền chi cho vay, mua các công cụ nợcủa các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay, mua các công cụ nợcủa các đơn vị khác","Tiền chi cho vay, mua các công cụ nợcủa các đơn vị khác",23,(6.817.000.000.000),(1.244.000.000.000),23.0,-6817000000000.0,-1244000000000.0
Tiền thu hồi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay,Tiền thu hồi cho vay,24,4.347.319.756.941,32.100.115.558,24.0,4347319756941.0,32100115558.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,-,(204.694.810.000),25.0,,-204694810000.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,266.407.728.000,-,26.0,266407728000.0,
"Tiền thu lãi cho vay, lãi tiền gửi, cổ tức vàlợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, lãi tiền gửi, cổ tức vàlợi nhuận được chia","Tiền thu lãi cho vay, lãi tiền gửi, cổ tức vàlợi nhuận được chia",27,1.755.840.691.176,2.581.740.576.228,27.0,1755840691176.0,2581740576228.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(506.025.035.642),1.083.314.103.516,30.0,-506025035642.0,1083314103516.0
